Dataseed	use_training_form	n_task_use_aug	n_version	nbands	dataset_kwargs	use_full_mfcc	preprocess_wavs	test_operators	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)best_rule_p (t = 0.8, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)best_rule_p (t = 0.65, min_confidence = 0.6, min_support = 0.1)	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	RF(0.7,100,half,all)K	RF(0.7,100,half,all)accuracy	RF(0.7,100,half,all)safe_macro_sensitivity	RF(0.7,100,half,all)safe_macro_specificity	RF(0.7,100,half,all)safe_macro_PPV	RF(0.7,100,half,all)safe_macro_NPV	RF(0.7,100,half,all)safe_macro_F1	RF(0.7,100,half,all)oob_error	RF(0.7,100,half,all)n_nodes	RF(0.7,100,half,all)σ² K	RF(0.7,100,half,all)σ² accuracy	RF(0.7,100,half,all)σ² safe_macro_sensitivity	RF(0.7,100,half,all)σ² safe_macro_specificity	RF(0.7,100,half,all)σ² safe_macro_PPV	RF(0.7,100,half,all)σ² safe_macro_NPV	RF(0.7,100,half,all)σ² safe_macro_F1	RF(0.7,100,half,all)σ² oob_error	RF(0.7,100,half,all)σ² n_nodes	RF(0.7,100,half,all)t	RF(0.7,100,half,all)hash	
1	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	28.57	64.29	60.71	67.86	65.38	63.33	62.96	17	0.6845238095238095	0.6264880952380952	219.39	863ae7bba817e7381503df06b5c8f52f243211815cca680569f292d4157eeb45	28.57	64.29	71.43	57.14	62.5	66.67	66.67	5	0.6142857142857142	0.60625	15.766	485818ef985b0e5dc083ce396c56f7c7a7646498d512b10dee0eea0974e4bb76	25.0	62.5	60.71	64.29	62.96	62.07	61.82	17	0.6845238095238095	0.6264880952380952	27.094	f512db4a24db77403eddce18483978a8b0ca735a0d449764757681dc0b005ca6	28.57	64.29	71.43	57.14	62.5	66.67	66.67	5	0.6142857142857142	0.60625	15.776	485818ef985b0e5dc083ce396c56f7c7a7646498d512b10dee0eea0974e4bb76	44.29	72.14	65.71	78.57	76.0	69.48	70.36	0.0	150720.0	0.01250000000000001	0.0031250000000000023	0.001020408163265308	0.008290816326530615	0.008282014081352703	0.0014189110307150697	0.002629673427761921	0.0	665.1999999999999	0.0	("071a33047d79552e271f7937b8ab47da2f00fb04274c16c85f1ec15cab27f351", "eb0fe9628eeb7788e6f123f9f0a03672c22ae7220970ca294bb23809ebbf5187", "eb4e2379874c7956861b964a1577f56879be401976e65b5e774c37bdbbfc1dc7", "21e20628890929c64313bfad253e61f7541e33f126210f380054d8f47b442262", "06ed7562bb4c627d9bc6fb3a75a0d885a35d5f86ec9d3ace117e7d447d350377")	38.57	69.29	61.43	77.14	73.39	66.69	66.67	29.12	301320.0	0.012372448979591829	0.0030931122448979572	0.004081632653061227	0.007397959183673469	0.007030333596538271	0.002238656432549683	0.0032775504984799203	0.00025843840551335347	2297.2	1868.81	("e33e087a3a546ad2d86980122950e516745db5b0a66e0e4110c04e971b5497c3", "b9f99d220af989f0751818ada528d1a333aa133b9d216aa61218c8a7608f7109", "eb8999efc02238bc005d0e7bd061eb89834164dcf8105cb66f883b406acf82b8", "95f91ae31a2e8640124c974ee40048c8070e5b43fcd26a33178b2a2d6a20dd9d", "0cccf33c2d1b6e96e363d75507d1cecb740fd719569485bdb0666e394d03c7a5")	
2	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	42.86	71.43	64.29	78.57	75.0	68.75	69.23	25	0.6880952380952382	0.5791666666666667	55.865	0c9b06bdb19af1a1c7bd7cf9a71260d5b9f03430d92302407d4905eaa52604db	28.57	64.29	67.86	60.71	63.33	65.38	65.52	17	0.5692857142857143	0.54625	11.206	c50473695eda65e6819375072718063a4354b3acba8a1d2619f4a1d51afd88b4	39.29	69.64	60.71	78.57	73.91	66.67	66.67	25	0.6880952380952382	0.5791666666666667	16.383	4d8cf76bc53e8185a2c953a7944194f36e993d9dfff50ab0b8cb719687c7b27b	28.57	64.29	67.86	60.71	63.33	65.38	65.52	17	0.5692857142857143	0.54625	11.713	c50473695eda65e6819375072718063a4354b3acba8a1d2619f4a1d51afd88b4	27.14	63.57	60.0	67.14	64.62	62.71	62.19	0.0	154360.0	0.00229591836734694	0.000573979591836735	0.0015306122448979602	0.0008928571428571421	0.0006399794238683128	0.000577169473079716	0.0008752059865837518	0.0	166.8	0.0	("8ee2f68489a6500b72773a809d760ac719fc75731da9ae1d0dc829f4572bfd87", "4c1722da9b15941eca8a9d16c86d661c14477a278305b8261848c0a730bb6db2", "971a6293cfd1b9893463305176f64f2ded0861f97eeed652d6b19710ed9f0479", "ad3beabdc88098b991d34b2a6579bcccf932969a31b6974143a915f787f656b7", "15ad1f3873748e7b3a1331594f73d7523df33018ec998368bf8e05a546fd9625")	30.0	65.0	60.71	69.29	66.47	63.79	63.45	30.0	309000.0	0.0010204081632653051	0.00025510204081632634	0.0	0.0010204081632653053	0.0005937705456936233	0.00010503472222222248	0.00011728800902590065	0.0006010650794893876	286.0	1930.319	("898130b4e50fa7cbe3cbaa2a7e0890900b914777cab005b61f0dfa4cfc4e3280", "d809a928d831460260f716d45fc02bb9e07322f45410f047882e55a71d8334e0", "8e93969f8af39a8668d06928e8b25cb8066ef48d2a4247fa6329be895cee46fe", "1b7ec5adcdf379258a4854551bdb90effd9fd553c8d7ac1b8bc6b286b3be7258", "debcc831ddc0463ad8e77b704f35bd4b53d033845b71e82acb7980d91b5c9b71")	
3	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	46.43	73.21	75.0	71.43	72.41	74.07	73.68	21	0.7114285714285715	0.645	55.573	00b47a709f6592cc27d6672babd6ae1b4d06a4ec47d03c6bb27c33e9a1f40504	42.86	71.43	60.71	82.14	77.27	67.65	68.0	5	0.6967532467532467	0.6397727272727273	17.754	abb00cb4e482a383a40ef53c30baf76e7ba3019f4fc563f68c982d2ba6f87149	42.86	71.43	75.0	67.86	70.0	73.08	72.41	19	0.7114285714285715	0.645	26.28	39de1464df1328c142a5799c17e3ec739c70c78c94d81f12b8e950c76018e1b7	42.86	71.43	60.71	82.14	77.27	67.65	68.0	5	0.6967532467532467	0.6397727272727273	17.809	abb00cb4e482a383a40ef53c30baf76e7ba3019f4fc563f68c982d2ba6f87149	48.57	74.29	64.29	84.29	80.61	70.21	71.46	0.0	150720.0	0.004209183673469388	0.001052295918367347	0.0006377551020408177	0.0029336734693877578	0.003055485279511253	0.0004862860585410644	0.0009720576978527202	0.0	777.1999999999999	0.0	("aa6b45ff97b99db4822568237f1ac9ecb6af50c062cbeb4f0a1b83e31eff188f", "94466d7b46cd65d2cc9c97232643993200493837f4146395993d8b5475c80405", "5aaae1ee8a7052cc2db402e6785e15be21a552c6f6333d325cef139eb7628eb9", "b52a5782f42c55bf7dd9fc6ac7caec7f9658251a4de70dfba1feb48f4c46d84c", "d6e1a76d92884ec6a258bcce793cb5a5ff2dff2607794bcd9d27d486e4058ae4")	45.0	72.5	64.29	80.71	77.23	69.26	70.1	26.84	298000.0	0.0035714285714285674	0.0008928571428571419	0.0	0.0035714285714285687	0.002803150324367295	0.00026762046781117363	0.0005000418136856788	6.868343374047319e-5	1262.0	1653.502	("56a06b18e4f0490b6a598d581f44d7a1dbff70ab3476b9afbc64dcb9b5c0594c", "2924a941f773948761bf3f06942160561ecad74693a486ba38b152c6b051168a", "2ad472ae0cbbf7729f248e43f7dafcc928d421a2058de0ce730d4bdadb9b9d56", "cdbc0f65959d8db1fc99fb1c970bebd2c4dc3ad5335870d9234ab86c5b1637d1", "af5e1ec4f7d2c1c57071155f899f56a45b490d08c0ed5995a82fa2ca93e33d44")	
4	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	35.71	67.86	53.57	82.14	75.0	63.89	62.5	21	0.8214285714285715	0.6875	47.382	16f335a190fd33e427cd098992ec6162acdd0b89ae2fdb98e0db1e9ba5de3e43	28.57	64.29	67.86	60.71	63.33	65.38	65.52	13	0.6297619047619047	0.6020833333333333	23.979	33f92a9e853cabf9195a49c828ab580cfa8062361967a17996554f113775871e	32.14	66.07	53.57	78.57	71.43	62.86	61.22	21	0.8214285714285715	0.6875	30.889	4f44e4fcac21ca8f54301d35d4bc872af5b690d39ae011c4b0d88694d465a315	25.0	62.5	67.86	57.14	61.29	64.0	64.41	13	0.6297619047619047	0.6020833333333333	23.915	81dd9fbd779d67ed9422067bc5d4cd9d5df6e366b0c239a478efec91de026fe0	38.57	69.29	72.86	65.71	68.07	70.75	70.36	0.0	150800.0	0.002168367346938777	0.0005420918367346942	0.0003826530612244895	0.0016581632653061237	0.0007427967371478601	0.0004327013645694953	0.00036396120869249226	0.0	190.0	0.0	("d3353f02420f70e020272da84fca6916796be22d9a7653dd728cecac0df77b41", "9725a1fa4ca0a06f545526420f07d85b0cf3ed8af3a67f01ec665f9847f8177e", "f63c5859bb304947f3dde869ec235f446565ec13e210c6e5da652397720f5f79", "72f3a84a02d4d11ea98c294389a5e2d3f51fb0ee4ab6134ec39a51c7d971c40f", "21a8d34292a51e0f643fea7595c00f7deab107682ae59b1ed7469f1c7fafd12c")	33.57	66.79	70.71	62.86	65.6	68.21	68.05	27.61	302120.0	0.001020408163265306	0.0002551020408163265	0.00025510204081632634	0.0010204081632653084	0.0003257530717399915	0.0001972386587771206	0.00015854141894570072	8.418826846268332e-5	489.2	1789.723	("248f0c46c684237e31394628403f02885148f446ca79ab23842bd89573a05e27", "0e874fdb71e365fdfe30a38ebd150382c909a1291cf156c2c02167f8e2e3cb8c", "9e4ff39039e59f82b9b11d2c1b5c2f49890228986d31112ebe972bd754c7dbc9", "09b24dfae88a29f8eade33f4ea8ce23da7fd9af37ad505ee644ce0c180a00fe4", "cca1fc0a6331fc080ffa0996805b0e5b0d0775470c2d166e33daafa2290fc271")	
5	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	25.0	62.5	71.43	53.57	60.61	65.22	65.57	21	0.6214285714285714	0.5780092592592593	29.942	770a89cd8ba3ffe4bca0d1660f10f48038b171cef7f32079fa34f1ae1a7b42bb	28.57	64.29	71.43	57.14	62.5	66.67	66.67	5	0.6142857142857142	0.60625	17.668	a337dfd062e6338db30a66435afea1b25d75195d8f668cc30ecefd4a13a04b72	25.0	62.5	71.43	53.57	60.61	65.22	65.57	21	0.6214285714285714	0.5780092592592593	24.594	a179ccf4e4132da3b876fe61d135c837f3ec83fdb9895be0381291e92affd741	28.57	64.29	71.43	57.14	62.5	66.67	66.67	5	0.6142857142857142	0.60625	17.689	a337dfd062e6338db30a66435afea1b25d75195d8f668cc30ecefd4a13a04b72	27.86	63.93	64.29	63.57	64.0	63.98	64.07	0.0	147880.0	0.0028061224489795977	0.0007015306122448995	0.0006377551020408177	0.0034438775510204117	0.0012362845646482342	0.00041511838377935163	0.0003724669691709513	0.0	573.1999999999999	0.0	("5df818b9ab9b5bd852becf83f0d7f711861eecd8068c986b73240ad12c3b1e25", "f6a58f88e2083a1fb150b41b109d1448d0e3934e001711532250db47ff8a1b97", "7caebf364225cc8ffa7e698354efbcbb766b9b335d8bd82005d2b33a0f801f26", "30a71ae8c4f8c7f1cda63c57b05a0f39327f18b3e68f332f050e197a524ea004", "8c0d0de74a3fd45d6925e37bcc50b53bd346edcd56c988c81b590c902418b195")	25.71	62.86	62.86	62.86	63.03	62.87	62.83	28.88	295120.0	0.002168367346938778	0.0005420918367346945	0.0016581632653061252	0.0035714285714285752	0.000971186906505862	0.00046149169956048394	0.00046276109240069095	0.00014656070015247238	1035.2	1560.192	("6aa20c302632c2fcef82a9c471b286a9857f4a1fc9620a70025e853d2f09cf75", "d222b99f48f172f6609bf564d8d564e677201e9890238e3a9a3d6b2067adf5d9", "1b7a78e48befd1fb4d947883c669f2bded952392f979f3deccaa376becdb5584", "85821a4e674d190e5a40189a56eb505a573f815b79105f4d382f03dc0128c519", "6f1c641febabb2d04ee00d1db82aad7dd10121199cd902dbcde89d716cf8bb66")	
6	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	25.0	62.5	67.86	57.14	61.29	64.0	64.41	19	0.7665584415584416	0.6596590909090909	29.748	e62e91e252b81613a365064d65095a758c2fed66ac57ab18469d025f5b65e2ff	25.0	62.5	60.71	64.29	62.96	62.07	61.82	7	0.7233516483516483	0.6312500000000001	21.568	45d74056a966fc9e8bdfad3636e113585ec08d20fb4c7513e6dfdfc80ad65b70	25.0	62.5	67.86	57.14	61.29	64.0	64.41	17	0.7665584415584416	0.6596590909090909	26.203	78b0af7ea5c88fe71acc406f1d2f7935a994f0ca69da0a1387d0a626a113f36f	25.0	62.5	60.71	64.29	62.96	62.07	61.82	7	0.7233516483516483	0.6312500000000001	23.205	45d74056a966fc9e8bdfad3636e113585ec08d20fb4c7513e6dfdfc80ad65b70	30.0	65.0	69.29	60.71	63.84	66.42	66.43	0.0	151240.0	0.002933673469387758	0.0007334183673469395	0.0010204081632653053	0.0012755102040816354	0.0006853274020530357	0.0008417295314161401	0.0006928442309050216	0.0	134.8	0.0	("0a0f0f756574787066eccbfeaa692714545d5dd6bfddf77970ed25e0b57d6fcf", "4a51ffffc8d7d0ebf9f54c2f1852b421ab594b78b80a0e551d06adf4f5f9916b", "2bd2cfce12b96118f99810aa1f2ce4dce8211e5f4292b9c89404cd91caa73e6d", "38982d2ae322a78dced76277c73eef8d9014ee093e179b45e9722f5fdea06279", "c2b7dfe0ce153420e1d0c0fecfed003957c513dae3d5c13f35c8f42c6ffdcce1")	33.57	66.79	70.71	62.86	65.64	68.26	68.03	27.1	303320.0	0.0003826530612244918	9.566326530612295e-5	0.000892857142857142	0.0016581632653061254	0.0002815618216275913	0.0001353627987288844	8.73658148593458e-5	0.00035608875275672426	1611.2	1497.805	("368f3c6b8b10b39fc36838fe55a5ffef1dcde6c7bbf642f1a60445c6de235c8d", "b58bd5e64878312cee7765c47415a7a3a1d5babfa5c71d49f7f2ce41655e9ac1", "0fc3c62848f6b4296af71e74c1a98a1782034a49a75679c4b46ea8e105ad042d", "d0d5d7c2817a40f25c2c35aa652267590d58e245b855f484dae55f3cba78f256", "60c91c388d03c7ecb09b332892dd12e2ee36f77039a83651e9de3b3b4f34335c")	
7	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	35.71	67.86	64.29	71.43	69.23	66.67	66.67	25	0.7432539682539683	0.6340277777777777	34.292	94a08432a37759fe9331bff5665f204d035f221a04037451d446e0e2f5e8535d	39.29	69.64	71.43	67.86	68.97	70.37	70.18	11	0.7107142857142857	0.6502314814814815	24.419	7cb38b1a4a09ed9c112d7fe058666bb1a52a1caa0aa3705864ed92c3316e065f	32.14	66.07	64.29	67.86	66.67	65.52	65.45	25	0.7432539682539683	0.6340277777777777	27.515	881cf2ce5ea643d9444850b201ea0b9cafb75fe644c28fd09f75d7e4400c7226	39.29	69.64	71.43	67.86	68.97	70.37	70.18	11	0.7107142857142857	0.6502314814814815	24.46	7cb38b1a4a09ed9c112d7fe058666bb1a52a1caa0aa3705864ed92c3316e065f	46.43	73.21	79.29	67.14	70.92	76.33	74.81	0.0	153880.0	0.00510204081632653	0.0012755102040816323	0.00025510204081632634	0.00471938775510204	0.0021741248582766446	0.0005612539596809107	0.0007283213921598387	0.0	127.2	0.0	("1b2d473b9fa5e48f28c6dbb46a63e5ec6afad707487ca785afb1f4071b19451d", "9c29df262e5ec13acea46a436554a387928e51ef48fc61a2ce346a3d29c77282", "0b104a37b3d9a68ad7cb985f0b65b9755f7465715231902def2932c74d56f2d0", "570c1654ef8d48d5a48ea0999a3dba9fa864dbd0f41cede3545f5c2814880def", "3b72bbdbe5a0464f4e35c0034f907f5fb0fdc2882ca529bbfff35afbd1a1ba53")	44.29	72.14	78.57	65.71	69.69	75.37	73.85	30.71	307640.0	0.0016581632653061226	0.0004145408163265307	0.0	0.0016581632653061237	0.0006453545930165336	0.00013013579266451232	0.0002016048920663895	0.00032892160701699367	384.8	1637.111	("30956fc9963fbe0265b014168f02b9dfdb68e0e696bd91d03170a5c16014ae86", "3f344b3103e6da1eddaa8a9f5ca86a4dc242c401928c1e5a756ddd3879c8613f", "5d0c80d448220e3f377736281ed5408e1674eceeabb692fc55deddb77275a63f", "033913cfd085121e55a5b17cf0bb29c465ebe333ba8f863be816899aeae300c8", "cd848b2e3f3627e25df0ec800480766c2ba8e47b370700b7ecf0d531e2bfec24")	
8	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	25.0	62.5	57.14	67.86	64.0	61.29	60.38	43	0.8214285714285715	0.6875	40.685	a4574679434c67a002af293a4a8f4b9b3038ab61f041c060d8734e9ad14f69f0	35.71	67.86	60.71	75.0	70.83	65.62	65.38	5	0.6865079365079365	0.6180555555555556	18.521	d8acfcdcdcb88d8bca463f289e88285b8e05ef9f8d65ef1f168d99e0e9d07f15	21.43	60.71	57.14	64.29	61.54	60.0	59.26	41	0.8214285714285715	0.6875	31.3	eba4692ab2b91afa8fe5e7b60a3068de0f49da27b7abbb2a3a373bce941203dd	35.71	67.86	60.71	75.0	70.83	65.62	65.38	5	0.6865079365079365	0.6180555555555556	18.058	d8acfcdcdcb88d8bca463f289e88285b8e05ef9f8d65ef1f168d99e0e9d07f15	36.43	68.21	60.71	75.71	71.43	65.89	65.6	0.0	154160.0	0.0008928571428571412	0.00022321428571428533	0.0012755102040816354	0.00025510204081632634	0.00015415062291587473	0.00033526415712256	0.0005390907312108567	0.0	886.8	0.0	("eb2f9fb0d07b906b10e80cf615072d5d5d8417205d5fa75651b5667002035317", "a83882cc19a3eecdd26711363336a876398fe0515452b4faa6a5afb14db56d39", "b81ad427e3e547c46902670975e689da81a54ec438f9236f4d498b3b1ce7472c", "f829273c8146ac79e59efa5971432f63523339a1d8616aa152b976d8bfd59e33", "832e6a377ec026bc06fcbd10c6661195ef600d0b4343039d63cbef2a26bf26a8")	36.43	68.21	59.29	77.14	72.28	65.49	65.06	32.04	311320.0	0.002168367346938777	0.0005420918367346942	0.001658163265306124	0.0016581632653061209	0.001124672969841034	0.00044474454828115025	0.0008469065865641975	0.0006323909468243391	1885.2	1713.891	("394745a820f6e2ce6090267a02f1dacbd7852bddba07e9df222e402574479541", "1b88c90ea9fd7c7d0f9904663604e6ec44023cd293b10f7e8f0c3c6f182aef61", "332d19f848f9675270f0eafdebaa590febbba54613a85023f9011d6e832d02f4", "fa7ede3ee44fedffd600db97787f92699da6deb6a2c55015850fd402895171eb", "841eefd8302be0a18f1e9b9f0178e42175494c375e2e53c2fe97a8bc6f4f69d1")	
9	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	32.14	66.07	71.43	60.71	64.52	68.0	67.8	21	0.6543650793650794	0.5875	31.93	7d6727c22169a80911cf46591a9f2bdb244457e304a391233bb5efa4e8db0127	28.57	64.29	60.71	67.86	65.38	63.33	62.96	5	0.615934065934066	0.5875	15.551	6579cd6be1d839a099e6c7d31abc9e524c6a0fe73ee8f56cb54e82ee3410c084	32.14	66.07	71.43	60.71	64.52	68.0	67.8	21	0.6543650793650794	0.5875	27.192	6f8aec53cbc9f9fbce25a5e20ab9403efc13779b08239bb47d3696eccbd98c26	28.57	64.29	60.71	67.86	65.38	63.33	62.96	5	0.615934065934066	0.5875	15.534	6579cd6be1d839a099e6c7d31abc9e524c6a0fe73ee8f56cb54e82ee3410c084	27.86	63.93	57.14	70.71	66.13	62.29	61.27	0.0	144240.0	0.0021683673469387772	0.0005420918367346944	0.0012755102040816315	0.000892857142857142	0.0007465728011990918	0.000479742745124597	0.0008031712459773722	0.0	222.8	0.0	("5be12c481391a9f3ab85897cfae07bd1f23159d58dd9902c24381614ab035c5c", "aa6d1270e4184ea1a86b72f7755198029002b84623505ef3efcba2a967f1dee2", "f1abb2543b9d875f6bb8dfbf7b5198607a04b627514325c2baecc3e4fb9ac7d6", "325d7b39acf9407f77868017497f6730b7d0dedfbd3cbc6f98c9ec7c2582e874", "045741ba10a3780800c6746d44d42fd39152adffc1ed117c450f06b1ae5d3645")	25.0	62.5	55.71	69.29	64.63	60.97	59.78	29.32	288520.0	0.0012755102040816395	0.00031887755102040987	0.00038265306122448945	0.002295918367346937	0.0009055915450088362	0.00012466557681247863	0.00011494222075951033	0.00045050143625234297	857.2	1771.191	("5e05e1db3ff7eaba925d295db054ba98b49657578fb7c6752686e5835faa367c", "61147ad67deabda0085df40c248198b17b81c4a0cdf0939bc921d3366cf03046", "4fcce66791abf431ba0e6b5f6e44a7664ade6e2cc53452cbefb4edfed84d3875", "20fe6752feaa84c26e0c693e6d39c60063ec7974ac602adfa9213b33d23e4481", "8f87ae133fb41e447c140f0bbc0624837148a7c9b31764eb367f5f732916cdf8")	
10	stump_with_memoization	(1,false)	2	40	(120,100)	false	Any[]	TestOp_80	42.86	71.43	64.29	78.57	75.0	68.75	69.23	13	0.699436090225564	0.6319078947368422	26.13	e247aa0599e827baeb890efe310f6ecb1db25ce42f2b50e523ede559a3667d46	39.29	69.64	67.86	71.43	70.37	68.97	69.09	9	0.699436090225564	0.6319078947368422	24.898	548c1dfc4d4a42978ad15e81ecdd3da18a115eb5c1559c40e3704f96bb4d615c	42.86	71.43	64.29	78.57	75.0	68.75	69.23	13	0.699436090225564	0.6319078947368422	25.818	e247aa0599e827baeb890efe310f6ecb1db25ce42f2b50e523ede559a3667d46	39.29	69.64	67.86	71.43	70.37	68.97	69.09	9	0.699436090225564	0.6319078947368422	25.359	548c1dfc4d4a42978ad15e81ecdd3da18a115eb5c1559c40e3704f96bb4d615c	40.71	70.36	63.57	77.14	73.77	67.91	68.21	0.0	148120.0	0.0029336734693877547	0.0007334183673469387	0.0008928571428571452	0.002933673469387753	0.001730817576000598	0.00043489237668814886	0.0005806852774801445	0.0	849.1999999999999	0.0	("a87b68583bf5718f701a6e27b675b29c5eba967e1947223e39f458939948971a", "ffda0957e6090417b76e4c192dac2c94a71cac80714fd1b14964f9d874adf751", "e6710a1f0437c208dd23773fcc18a0b69c4468b5487e6f8cf26b6481ddfb5b50", "6f4fe2d14cd985ba08a9e8242dc788470db339fba3cdce3ef6736981f5c11f02", "b1dc8cedd117d60d5bdd7a813476ce169fdab6811aa1bba577a66ee98f921c15")	43.57	71.79	65.71	77.86	74.8	69.47	69.93	24.25	295080.0	0.0008928571428571412	0.0002232142857142853	0.001020408163265308	0.00025510204081632634	0.0001668916455073216	0.0003286109665857334	0.00043961508555878084	0.00019970240426031701	1281.2	1718.711	("2235c9807810b2af7dca2269fa211f39c37f0b00c5ccc6f468aedbf9faf0b4f9", "3661be2774c50505615c007c7f2427b60385f0d9a4b702f9d994dbd41e67e612", "57d0354fdb6bda8e0dc1a259fc86cb2ee82493c14ff0eea54f1c6ae4737358c8", "77079c1c73a2946554d28029a1a56a6b7841a032ed6c472161d94cdf05283257", "ba41831146d2a3a59764f8e8fc67b98a1d8169fa7aa7813ee2878be9dd5110f1")	
