Dataseed	minfreq	base_freq	base_freq_min	base_freq_max	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_ver_n_task_use_aug_dataset_dir_preprocess	nbands	wintime_steptime_dataset_kwargs	use_full_mfcc	canonical_features	ontology	# insts (TRAIN)	# insts (TEST)	class_counts (TRAIN)	class_counts (TEST)	n_features	channel_size	T,(nothing, 2, 0.01, 0.4, false)train_accuracy	T,(nothing, 2, 0.01, 0.4, false)K	T,(nothing, 2, 0.01, 0.4, false)accuracy	T,(nothing, 2, 0.01, 0.4, false)macro_sensitivity	T,(nothing, 2, 0.01, 0.4, false)safe_macro_sensitivity	T,(nothing, 2, 0.01, 0.4, false)safe_macro_specificity	T,(nothing, 2, 0.01, 0.4, false)safe_macro_PPV	T,(nothing, 2, 0.01, 0.4, false)safe_macro_NPV	T,(nothing, 2, 0.01, 0.4, false)safe_macro_F1	T,(nothing, 2, 0.01, 0.4, false)n_nodes	T,(nothing, 2, 0.01, 0.4, false)n_leaves	T,(nothing, 2, 0.01, 0.4, false)height	T,(nothing, 2, 0.01, 0.4, false)modal_height	T,(nothing, 2, 0.01, 0.4, false)t	T,(nothing, 2, 0.01, 0.4, false)hash	T,(nothing, 2, 0.01, 0.5, false)train_accuracy	T,(nothing, 2, 0.01, 0.5, false)K	T,(nothing, 2, 0.01, 0.5, false)accuracy	T,(nothing, 2, 0.01, 0.5, false)macro_sensitivity	T,(nothing, 2, 0.01, 0.5, false)safe_macro_sensitivity	T,(nothing, 2, 0.01, 0.5, false)safe_macro_specificity	T,(nothing, 2, 0.01, 0.5, false)safe_macro_PPV	T,(nothing, 2, 0.01, 0.5, false)safe_macro_NPV	T,(nothing, 2, 0.01, 0.5, false)safe_macro_F1	T,(nothing, 2, 0.01, 0.5, false)n_nodes	T,(nothing, 2, 0.01, 0.5, false)n_leaves	T,(nothing, 2, 0.01, 0.5, false)height	T,(nothing, 2, 0.01, 0.5, false)modal_height	T,(nothing, 2, 0.01, 0.5, false)t	T,(nothing, 2, 0.01, 0.5, false)hash	T,(nothing, 2, 0.01, 0.6, false)train_accuracy	T,(nothing, 2, 0.01, 0.6, false)K	T,(nothing, 2, 0.01, 0.6, false)accuracy	T,(nothing, 2, 0.01, 0.6, false)macro_sensitivity	T,(nothing, 2, 0.01, 0.6, false)safe_macro_sensitivity	T,(nothing, 2, 0.01, 0.6, false)safe_macro_specificity	T,(nothing, 2, 0.01, 0.6, false)safe_macro_PPV	T,(nothing, 2, 0.01, 0.6, false)safe_macro_NPV	T,(nothing, 2, 0.01, 0.6, false)safe_macro_F1	T,(nothing, 2, 0.01, 0.6, false)n_nodes	T,(nothing, 2, 0.01, 0.6, false)n_leaves	T,(nothing, 2, 0.01, 0.6, false)height	T,(nothing, 2, 0.01, 0.6, false)modal_height	T,(nothing, 2, 0.01, 0.6, false)t	T,(nothing, 2, 0.01, 0.6, false)hash	T,(nothing, 4, 0.01, 0.4, false)train_accuracy	T,(nothing, 4, 0.01, 0.4, false)K	T,(nothing, 4, 0.01, 0.4, false)accuracy	T,(nothing, 4, 0.01, 0.4, false)macro_sensitivity	T,(nothing, 4, 0.01, 0.4, false)safe_macro_sensitivity	T,(nothing, 4, 0.01, 0.4, false)safe_macro_specificity	T,(nothing, 4, 0.01, 0.4, false)safe_macro_PPV	T,(nothing, 4, 0.01, 0.4, false)safe_macro_NPV	T,(nothing, 4, 0.01, 0.4, false)safe_macro_F1	T,(nothing, 4, 0.01, 0.4, false)n_nodes	T,(nothing, 4, 0.01, 0.4, false)n_leaves	T,(nothing, 4, 0.01, 0.4, false)height	T,(nothing, 4, 0.01, 0.4, false)modal_height	T,(nothing, 4, 0.01, 0.4, false)t	T,(nothing, 4, 0.01, 0.4, false)hash	T,(nothing, 4, 0.01, 0.5, false)train_accuracy	T,(nothing, 4, 0.01, 0.5, false)K	T,(nothing, 4, 0.01, 0.5, false)accuracy	T,(nothing, 4, 0.01, 0.5, false)macro_sensitivity	T,(nothing, 4, 0.01, 0.5, false)safe_macro_sensitivity	T,(nothing, 4, 0.01, 0.5, false)safe_macro_specificity	T,(nothing, 4, 0.01, 0.5, false)safe_macro_PPV	T,(nothing, 4, 0.01, 0.5, false)safe_macro_NPV	T,(nothing, 4, 0.01, 0.5, false)safe_macro_F1	T,(nothing, 4, 0.01, 0.5, false)n_nodes	T,(nothing, 4, 0.01, 0.5, false)n_leaves	T,(nothing, 4, 0.01, 0.5, false)height	T,(nothing, 4, 0.01, 0.5, false)modal_height	T,(nothing, 4, 0.01, 0.5, false)t	T,(nothing, 4, 0.01, 0.5, false)hash	T,(nothing, 4, 0.01, 0.6, false)train_accuracy	T,(nothing, 4, 0.01, 0.6, false)K	T,(nothing, 4, 0.01, 0.6, false)accuracy	T,(nothing, 4, 0.01, 0.6, false)macro_sensitivity	T,(nothing, 4, 0.01, 0.6, false)safe_macro_sensitivity	T,(nothing, 4, 0.01, 0.6, false)safe_macro_specificity	T,(nothing, 4, 0.01, 0.6, false)safe_macro_PPV	T,(nothing, 4, 0.01, 0.6, false)safe_macro_NPV	T,(nothing, 4, 0.01, 0.6, false)safe_macro_F1	T,(nothing, 4, 0.01, 0.6, false)n_nodes	T,(nothing, 4, 0.01, 0.6, false)n_leaves	T,(nothing, 4, 0.01, 0.6, false)height	T,(nothing, 4, 0.01, 0.6, false)modal_height	T,(nothing, 4, 0.01, 0.6, false)t	T,(nothing, 4, 0.01, 0.6, false)hash	RF,(half_f, 50, 0.7, identity, nothing, false)train_accuracy	RF,(half_f, 50, 0.7, identity, nothing, false)K	RF,(half_f, 50, 0.7, identity, nothing, false)accuracy	RF,(half_f, 50, 0.7, identity, nothing, false)macro_sensitivity	RF,(half_f, 50, 0.7, identity, nothing, false)safe_macro_sensitivity	RF,(half_f, 50, 0.7, identity, nothing, false)safe_macro_specificity	RF,(half_f, 50, 0.7, identity, nothing, false)safe_macro_PPV	RF,(half_f, 50, 0.7, identity, nothing, false)safe_macro_NPV	RF,(half_f, 50, 0.7, identity, nothing, false)safe_macro_F1	RF,(half_f, 50, 0.7, identity, nothing, false)oob_error	RF,(half_f, 50, 0.7, identity, nothing, false)n_trees	RF,(half_f, 50, 0.7, identity, nothing, false)n_nodes	RF,(half_f, 50, 0.7, identity, nothing, false)σ² train_accuracy	RF,(half_f, 50, 0.7, identity, nothing, false)σ² K	RF,(half_f, 50, 0.7, identity, nothing, false)σ² accuracy	RF,(half_f, 50, 0.7, identity, nothing, false)σ² macro_sensitivity	RF,(half_f, 50, 0.7, identity, nothing, false)σ² safe_macro_sensitivity	RF,(half_f, 50, 0.7, identity, nothing, false)σ² safe_macro_specificity	RF,(half_f, 50, 0.7, identity, nothing, false)σ² safe_macro_PPV	RF,(half_f, 50, 0.7, identity, nothing, false)σ² safe_macro_NPV	RF,(half_f, 50, 0.7, identity, nothing, false)σ² safe_macro_F1	RF,(half_f, 50, 0.7, identity, nothing, false)σ² oob_error	RF,(half_f, 50, 0.7, identity, nothing, false)σ² n_trees	RF,(half_f, 50, 0.7, identity, nothing, false)σ² n_nodes	RF,(half_f, 50, 0.7, identity, nothing, false)t	RF,(half_f, 50, 0.7, identity, nothing, false)hash	
1	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	100.0	80.56	90.28	90.28	80.56	100.0	100.0	83.72	89.23	17	9	5	2	15.557	516560e867a4b0c123396fa1e5363343116932c4a4d0d2d09d7001206b1a227f	100.0	80.56	90.28	90.28	80.56	100.0	100.0	83.72	89.23	17	9	5	2	5.844	516560e867a4b0c123396fa1e5363343116932c4a4d0d2d09d7001206b1a227f	100.0	80.56	90.28	90.28	80.56	100.0	100.0	83.72	89.23	17	9	5	2	5.858	516560e867a4b0c123396fa1e5363343116932c4a4d0d2d09d7001206b1a227f	98.6	77.78	88.89	88.89	83.33	94.44	93.75	85.0	88.24	17	9	5	2	5.86	56855912fbb1ad943ab24120a078c19c0241296238ebc8d2f84d23d02089a86f	98.6	77.78	88.89	88.89	83.33	94.44	93.75	85.0	88.24	17	9	5	2	5.897	56855912fbb1ad943ab24120a078c19c0241296238ebc8d2f84d23d02089a86f	98.6	77.78	88.89	88.89	83.33	94.44	93.75	85.0	88.24	17	9	5	2	5.824	56855912fbb1ad943ab24120a078c19c0241296238ebc8d2f84d23d02089a86f	99.72	78.33	89.17	89.17	78.33	100.0	100.0	82.22	87.84	3.71	5000.0	76400.0	0.0	0.05	0.01	0.01	0.05	0.0	0.0	0.02	0.02	0.0	0.0	19000.0	126.559	("cb40a6dbb88bbd8393b5341b4f219d9e732c6463b38e2529838b625fd2bacbc2", "4e785920d7346dafcaa4eaeeaced64f32be7065c0ae60f4e6c4ac51ac1b9930b", "3c030296d3645c3ee734a0796afabb0e1295324c57d5040ba5f69b84d613fcbe", "4871d16d6bc055a3605aaea42d286226ff63991110c79dfb95981d2e6a541537", "7e701d45c7fa0bca33ced3fc811f2f8c4e7ea14bd8deeed82644e812783dab30")	
2	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	6	4	14.254	b966353be16dd0b7db888d9db7f68ca9b814b1a3d3cf2c4c44a0dbfd83232047	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	6	4	12.579	b966353be16dd0b7db888d9db7f68ca9b814b1a3d3cf2c4c44a0dbfd83232047	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	6	4	12.549	b966353be16dd0b7db888d9db7f68ca9b814b1a3d3cf2c4c44a0dbfd83232047	99.3	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	21	11	6	5	10.572	6abf569c229db9473316519ad8957b57119fc8dd96af0849c5a73bafc718e56e	99.3	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	21	11	6	5	10.418	6abf569c229db9473316519ad8957b57119fc8dd96af0849c5a73bafc718e56e	99.3	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	21	11	6	5	10.432	6abf569c229db9473316519ad8957b57119fc8dd96af0849c5a73bafc718e56e	99.86	96.67	98.33	98.33	96.67	100.0	100.0	96.79	98.3	5.94	5000.0	84760.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.01	0.0	23880.0	129.353	("0a53d1b3ab5098e11fbd3ee73fb4abdb6995028e7db993f37b7cd76b1d8c0118", "e776350c2f7cc66ff0be40a2cee1ac9b6db9d4e629d7397c3d7163e943b2f997", "0eb9c5f3c897423268cb50f2404f224911fbc4bd12630d216dc40512af120e71", "a8fbb70e484568a777646f02e528b46ca202f7d37712bf6831dee06ca2b0bb80", "72cc19b996c79d3c971dfdd9f1e0d8b463c3992da9277c28874afe84712182cd")	
3	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	98.6	88.89	94.44	94.44	100.0	88.89	90.0	100.0	94.74	25	13	5	4	11.438	ef928f938c2f30d01dfde25b0be0fd04c23d0ba59ea9be534d1cc763eb0119da	98.6	88.89	94.44	94.44	100.0	88.89	90.0	100.0	94.74	25	13	5	4	9.754	ef928f938c2f30d01dfde25b0be0fd04c23d0ba59ea9be534d1cc763eb0119da	98.6	88.89	94.44	94.44	100.0	88.89	90.0	100.0	94.74	25	13	5	4	9.44	ef928f938c2f30d01dfde25b0be0fd04c23d0ba59ea9be534d1cc763eb0119da	97.55	83.33	91.67	91.67	86.11	97.22	96.88	87.5	91.18	19	10	5	4	8.663	4d58eb139566a51a222807c787f675bc0fb7c175284f3e641e97ffc2608adad7	97.55	83.33	91.67	91.67	86.11	97.22	96.88	87.5	91.18	19	10	5	4	8.738	4d58eb139566a51a222807c787f675bc0fb7c175284f3e641e97ffc2608adad7	97.55	83.33	91.67	91.67	86.11	97.22	96.88	87.5	91.18	19	10	5	4	8.654	4d58eb139566a51a222807c787f675bc0fb7c175284f3e641e97ffc2608adad7	99.93	99.44	99.72	99.72	99.44	100.0	100.0	99.46	99.72	5.1	5000.0	89360.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.01	0.0	29880.0	129.911	("f23527cd471972afdf28dfd90a3bcb8cc757c2b43a039f95e6780070cd376723", "c79a210266ca38eca9bfe1afbbefec7fcaa380a9a994b96ff51a6f11a5869e6d", "b6bdce4bcedc63ae18d19196b9699c8c88ff43588ddb843cf4b3e2eca53830b0", "a6d3e4e14f1831d9a269918bcc715373ab8777212ad0c67429ff76e7f624d286", "4e35094b9e84ea702a9554eef0a9b5dbf91807d8c07e411f829bf5c82265c6a8")	
4	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	100.0	86.11	93.06	93.06	86.11	100.0	100.0	87.8	92.54	17	9	4	4	5.247	84b2d6f25887a1548c76b075b9bbb5a335f917cf011ee5f4e03d350ba662a77e	100.0	86.11	93.06	93.06	86.11	100.0	100.0	87.8	92.54	17	9	4	4	4.777	84b2d6f25887a1548c76b075b9bbb5a335f917cf011ee5f4e03d350ba662a77e	100.0	86.11	93.06	93.06	86.11	100.0	100.0	87.8	92.54	17	9	4	4	4.766	84b2d6f25887a1548c76b075b9bbb5a335f917cf011ee5f4e03d350ba662a77e	98.6	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	17	9	4	3	5.007	788fef8f6d2fb4787cb65ab705140b42bc35b4ebe48174b58f4a361aba325938	98.6	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	17	9	4	3	5.024	788fef8f6d2fb4787cb65ab705140b42bc35b4ebe48174b58f4a361aba325938	98.6	83.33	91.67	91.67	88.89	94.44	94.12	89.47	91.43	17	9	4	3	5.044	788fef8f6d2fb4787cb65ab705140b42bc35b4ebe48174b58f4a361aba325938	100.0	91.11	95.56	95.56	91.11	100.0	100.0	91.87	95.34	4.27	5000.0	83440.0	0.0	0.05	0.01	0.01	0.05	0.0	0.0	0.04	0.02	0.0	0.0	35680.0	152.9	("373fc87cf4405d20d58d936eea7952a8afea030d46818e9eaa3af086fca2f769", "0fd0ec4cecd89960d36e9fb0f8557df73c10eaa1788ff538692094e14310ed28", "87f695dacebf23230a42c8ac90d440f168208182aae82b9db5a00f206ae36552", "eea4291c904a47c4f4cc149126730931feee23134a9df8c6a30a0c583456067c", "8ec60c20ab9e6faa2fa145a4e887d4e5aecdcb8789cff6d2a4498617750ed002")	
5	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.65	88.89	94.44	94.44	91.67	97.22	97.06	92.11	94.29	21	11	6	4	10.175	0ba821508129f3816877e0938cfc503ea65aaf7f55b1a9e470bc7301aa6ce7c5	99.65	88.89	94.44	94.44	91.67	97.22	97.06	92.11	94.29	21	11	6	4	10.167	0ba821508129f3816877e0938cfc503ea65aaf7f55b1a9e470bc7301aa6ce7c5	99.65	88.89	94.44	94.44	91.67	97.22	97.06	92.11	94.29	21	11	6	4	10.23	0ba821508129f3816877e0938cfc503ea65aaf7f55b1a9e470bc7301aa6ce7c5	99.3	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	21	11	6	4	10.263	60f5471aac865a7d91a027251d88b7b26ede01a3582a16f85c9a728cf2a2a210	99.3	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	21	11	6	4	10.273	60f5471aac865a7d91a027251d88b7b26ede01a3582a16f85c9a728cf2a2a210	99.3	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	21	11	6	4	10.259	60f5471aac865a7d91a027251d88b7b26ede01a3582a16f85c9a728cf2a2a210	99.93	94.44	97.22	97.22	94.44	100.0	100.0	94.74	97.14	5.66	5000.0	88400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	56200.0	132.016	("c0d241e348a8bc01071d0c357e73f0befa9c2ceeb244d54ffb19503c00b9f174", "9298e5158d6b06ff515b1501accda1a40f304d1f710e42586ae271fc4840db8e", "0bd7502f74996ca36c9ff069caf1bdc25c398e3b54429e775e880b3c7bea30b8", "7a18354fe2d1385a7adef05a6dedbf4cc4de4051e60e8f9d566c09517970ecac", "5d1859768e2206c7a4c54e7a6f767c9a2c066c7bb6ecb09f1f38542dac238a4d")	
6	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.65	91.67	95.83	95.83	94.44	97.22	97.14	94.59	95.77	21	11	7	3	10.382	41cdeb32e291fd7df736abd8bab7e6d5cc3cea95df2eb0c8deb5d363dcc88bf5	99.65	91.67	95.83	95.83	94.44	97.22	97.14	94.59	95.77	21	11	7	3	10.314	41cdeb32e291fd7df736abd8bab7e6d5cc3cea95df2eb0c8deb5d363dcc88bf5	99.65	91.67	95.83	95.83	94.44	97.22	97.14	94.59	95.77	21	11	7	3	10.336	41cdeb32e291fd7df736abd8bab7e6d5cc3cea95df2eb0c8deb5d363dcc88bf5	98.95	94.44	97.22	97.22	97.22	97.22	97.22	97.22	97.22	19	10	6	3	10.331	e3cfc186a9dfccf864eabd43c2888e3bd7929a337b8aa3e051bc894ba2797419	98.95	94.44	97.22	97.22	97.22	97.22	97.22	97.22	97.22	19	10	6	3	10.534	e3cfc186a9dfccf864eabd43c2888e3bd7929a337b8aa3e051bc894ba2797419	98.95	94.44	97.22	97.22	97.22	97.22	97.22	97.22	97.22	19	10	6	3	10.552	e3cfc186a9dfccf864eabd43c2888e3bd7929a337b8aa3e051bc894ba2797419	100.0	99.44	99.72	99.72	99.44	100.0	100.0	99.46	99.72	5.31	5000.0	86480.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.0	7920.0	119.012	("eebf46f0df43b04abce8fb3a418dff56df7fdf08745d1f873978dfb9ec65d2c3", "0548c7d28f9e94025b97d7be2c8b61af9b62dc03f0f59bf08fc9120bfcf921fe", "471ff4d842f8e63b2e85e72d44b1ec7a343092eb6f567fa88bc8921ccba4fff6", "6f3429dc323cf3c68931f879ccfda7fcd54529e79bb32f8ef985ebc5f6dc5690", "8d085d3e14ad8421925497ebf53026f1d15e3a66a6be64279571be5f649e8846")	
7	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	5	4	9.612	0b130df415f78ff79a86d6eaf7070621f27ca9390fea58a9a20460b049d0e2b0	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	5	4	9.675	0b130df415f78ff79a86d6eaf7070621f27ca9390fea58a9a20460b049d0e2b0	99.3	86.11	93.06	93.06	91.67	94.44	94.29	91.89	92.96	21	11	5	4	9.699	0b130df415f78ff79a86d6eaf7070621f27ca9390fea58a9a20460b049d0e2b0	98.6	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	19	10	4	4	9.668	36d8549b606c286f42cd2bd18e7af0993c8e6496f15e02b61503c8feedbb64d9	98.6	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	19	10	4	4	9.655	36d8549b606c286f42cd2bd18e7af0993c8e6496f15e02b61503c8feedbb64d9	98.6	91.67	95.83	95.83	91.67	100.0	100.0	92.31	95.65	19	10	4	4	9.686	36d8549b606c286f42cd2bd18e7af0993c8e6496f15e02b61503c8feedbb64d9	99.72	94.44	97.22	97.22	94.44	100.0	100.0	94.81	97.12	4.34	5000.0	84480.0	0.0	0.12	0.03	0.03	0.12	0.0	0.0	0.09	0.03	0.01	0.0	41120.0	120.093	("33e0a4524160ec56f8db2b293b34e0d4ccf9df117e1c90cbece967dc9ec2a056", "59cfbe350d9e40d2f12c9a467e7abd64aab558bc9529af0e99fc70c125e50f0e", "b0d46d0ada6859816c62b60070a886bdcb4cd0e07212fb1439047b4128262a85", "22dd81c2c9f4fb2328fe62d13d01dd098392463eb69d098717e0a086411c148f", "c12590e206d8764f575a5b300f1e436c9addfb6d312ed504dd364e374bc5e50b")	
8	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.65	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	19	10	6	3	7.513	7cd976a2250e75299e1edb1f3a00dc99cf6c989b06bee4ec19e2873139b62003	99.65	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	19	10	6	3	7.498	7cd976a2250e75299e1edb1f3a00dc99cf6c989b06bee4ec19e2873139b62003	99.65	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	19	10	6	3	7.544	7cd976a2250e75299e1edb1f3a00dc99cf6c989b06bee4ec19e2873139b62003	99.3	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	17	9	5	3	7.538	73f2722fca0cfc53a7daa7e9ee5cc6d43843ad267981b382a115af43f6a26d70	99.3	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	17	9	5	3	7.402	73f2722fca0cfc53a7daa7e9ee5cc6d43843ad267981b382a115af43f6a26d70	99.3	80.56	90.28	90.28	86.11	94.44	93.94	87.18	89.86	17	9	5	3	7.472	73f2722fca0cfc53a7daa7e9ee5cc6d43843ad267981b382a115af43f6a26d70	99.86	94.44	97.22	97.22	94.44	100.0	100.0	94.74	97.14	4.34	5000.0	85560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44680.0	122.18	("c651dca7c7637a1edabb84720b07d818f1aa060b4af4f54042659da0d5dec909", "c78af2d4da8bbe1334ef6101318a21166c56ad1b702d291b6a27f4b99186b183", "337793c98b8484b002527d754bba08fa343d0362878ead68317c652dea0ea7e4", "a2ba6ac8cb88aa4bc928ef548eb1b482b805314477291ab7a32bc999c40786b2", "1bd7b9e232c80224e451141de676594988f361841fb5dade639f63fea3402b6d")	
9	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	98.6	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	21	11	5	4	10.067	2ab2717a908c5bb24e9a684e2767e0b95f353f07013530a8839bd103223c02f3	98.6	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	21	11	5	4	10.13	2ab2717a908c5bb24e9a684e2767e0b95f353f07013530a8839bd103223c02f3	98.6	77.78	88.89	88.89	88.89	88.89	88.89	88.89	88.89	21	11	5	4	10.197	2ab2717a908c5bb24e9a684e2767e0b95f353f07013530a8839bd103223c02f3	98.95	80.56	90.28	90.28	83.33	97.22	96.77	85.37	89.55	19	10	5	4	10.131	2b8e5944f3c7d0a5ce25a2b5fae422d07c270ec8f2cea6da760449adb259803b	98.95	80.56	90.28	90.28	83.33	97.22	96.77	85.37	89.55	19	10	5	4	10.214	2b8e5944f3c7d0a5ce25a2b5fae422d07c270ec8f2cea6da760449adb259803b	98.95	80.56	90.28	90.28	83.33	97.22	96.77	85.37	89.55	19	10	5	4	10.308	2b8e5944f3c7d0a5ce25a2b5fae422d07c270ec8f2cea6da760449adb259803b	99.86	90.56	95.28	95.28	90.56	100.0	100.0	91.38	95.04	4.97	5000.0	82640.0	0.0	0.02	0.01	0.01	0.02	0.0	0.0	0.02	0.01	0.01	0.0	46680.0	131.065	("9bf7750c2cb6c631f537e9edc9ac3e80043709ecd6677a02e69116f1b08b9664", "426b89c52a355df13f4651cc7587ec72d0fd2827649f64d45e682a0669fb3570", "a207e54d8c73c001414faaa9e4b5b6e8d5785de4a55e649c815bdcb09d7ea128", "3b4f337d3533dd2aea1b3f048ba2b0f93abe166bd9d56f4187ad9851a5b33c6f", "f810c82775b13dad78ca3803abf71cf756c7ede268634cd277096b4bc6ba636e")	
10	20.0	autocor	200	700	semitone	16000	true	stump_with_memoization	("b",3,true,"KDD-norm-partitioned-v1-breath",["Normalize","RemSilence"])	30	((0.025,0.01),(max_points = 50,ma_size = 45,ma_step = 30))	false	TestOp_80	IA	286	72	(143, 143)	(36, 36)	[60]	[(17,)]	99.65	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	21	11	5	4	9.861	36af71ea0fadd95d76f32a9f8ca032286674f05680d4c9f3207c000261515490	99.65	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	21	11	5	4	9.788	36af71ea0fadd95d76f32a9f8ca032286674f05680d4c9f3207c000261515490	99.65	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	21	11	5	4	9.755	36af71ea0fadd95d76f32a9f8ca032286674f05680d4c9f3207c000261515490	98.95	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	19	10	4	4	9.667	59d92d7ecd448e81f155702acec77b3622ed1296bc1c2f18df17437e8d8e1fbc	98.95	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	19	10	4	4	9.665	59d92d7ecd448e81f155702acec77b3622ed1296bc1c2f18df17437e8d8e1fbc	98.95	83.33	91.67	91.67	83.33	100.0	100.0	85.71	90.91	19	10	4	4	9.68	59d92d7ecd448e81f155702acec77b3622ed1296bc1c2f18df17437e8d8e1fbc	99.51	91.11	95.56	95.56	91.11	100.0	100.0	91.85	95.35	3.92	5000.0	85400.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.01	0.0	0.0	0.0	3200.0	149.67	("fef8cb5b8679891d2e1db066f96e335f7ee2a4b2a41757625932816cb002b363", "4a1f83b3757c388579e84a6aee03ad76c442419a0bf2093cb13dbb2f8fb97458", "cc2e20abe72674ab43e8efebcca9956e6a21566b467950f5bc890ab17ab19612", "575d074f76d396c67909be16a6a39fdae1136ec7332735248802b12e64139e37", "466809672da7363699a369586eff8b4c6c1d296b11b115787ff57917a962d09a")	
