Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_task_use_aug_n_ver_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
8	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.62	63.93	81.97	81.97	77.05	86.89	85.45	79.1	81.03	39	29.904	872269f7cacbb9706f83aa8dc7ee041ecf724d476502dfaebb74b351eeecd0d7	85.6	55.74	77.87	77.87	70.49	85.25	82.69	74.29	76.11	21	16.264	359827f2d9cb4e03a3da0b83bc1f6d21686261423fe65c819a2b2b73055818a4	80.25	47.54	73.77	73.77	68.85	78.69	76.36	71.64	72.41	11	14.67	9328c6820882bab15a65d7d0630709729fec7d56d54a35313b077769c8d62f64	92.8	60.66	80.33	80.33	75.41	85.25	83.64	77.61	79.31	37	20.188	01164896f651a5192d92cc556da875521e6c3f51bc2f8f7453fae392011d449f	85.6	55.74	77.87	77.87	70.49	85.25	82.69	74.29	76.11	19	16.24	dc40a7805865de4e1535e67792acb158a3a4f3cec9204840cd2cd4fcbbd0d441	80.25	47.54	73.77	73.77	68.85	78.69	76.36	71.64	72.41	11	14.564	9328c6820882bab15a65d7d0630709729fec7d56d54a35313b077769c8d62f64	99.92	66.89	83.44	83.44	76.07	90.82	89.26	79.16	82.12	13.87	264240.0	0.0	0.03	0.01	0.01	0.03	0.02	0.02	0.01	0.01	0.0	10680.0	1853.548	("b1eaee442ac022a36ec2aaa4336f29949d2ca9f6ac0af073d032d3e2af6e7afe", "57274e02fda8494b52ce11e7ff9eb3168e7a9f5b9deb7fa5c605e05140c96128", "50e6f321b2bb578bc35984b9e218f8cbb105b363586e6f68d77efdc0b2e5a1b4", "fc48612142195e8a21c49022f17ac6f7bd50221d35eead01563cf28abd4342f1", "ee232633e7632cfd7ef359be6daddb7e149e7a9f84700d239f41fcc0e481f3a3")	
9	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	91.98	54.1	77.05	77.05	77.05	77.05	77.05	77.05	77.05	39	28.096	65413ea94fc371f79d86bbfe501c5f08cbe17fc47722af6fec1b09cf331e278e	88.68	57.38	78.69	78.69	77.05	80.33	79.66	77.78	78.33	27	24.954	7fde1c67e9794f6d582b8ea1cef84bfbf3d95931a6a9710a3ab5f751055aca27	82.72	55.74	77.87	77.87	75.41	80.33	79.31	76.56	77.31	15	20.794	2b1d0d3c6385c714860c871fb8e456353c72034c0b051e7f56774006114c9b04	91.36	54.1	77.05	77.05	77.05	77.05	77.05	77.05	77.05	37	24.894	42e9a6a29ef9cee1a56f02354434cc254a63fb592b91d3f4916595774a7b6026	88.27	57.38	78.69	78.69	77.05	80.33	79.66	77.78	78.33	27	24.55	cd9e1c413ce8c0e9d094d04f099740361c1d5e179fd0c4eacba316bc4b3163c9	82.72	55.74	77.87	77.87	75.41	80.33	79.31	76.56	77.31	15	20.673	2b1d0d3c6385c714860c871fb8e456353c72034c0b051e7f56774006114c9b04	99.88	73.77	86.89	86.89	80.98	92.79	91.83	83.05	86.04	15.19	268880.0	0.0	0.08	0.02	0.02	0.1	0.01	0.01	0.05	0.03	0.01	238920.0	1846.687	("d820d967a382a616d4957322589d54ef8208f85737f310a3d3cb737bb34c2f65", "5a7f4f978fa6d0fe5daadb85e16f0610769f3ecedc7455d1324cf11cdc9c4c09", "2223c9065602bea85847c9ca6ef11f02c830fad2c27337ceeb95543d0899f11e", "98ceb0f056be91a0a9863710222c083ce4553171c10bf796b1040fbc34b9239e", "542cc383ccba74f84927c36fb5eb9f7aa7bbb741c9e419d93136c382c33a282e")	
10	fcmel	8000	false	stump_with_memoization	(2,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.47	50.82	75.41	75.41	73.77	77.05	76.27	74.6	75.0	61	26.795	908c986f22c61e17106ada7a86c38f09be8b0576748ee0b44bd092b75220bf45	88.48	54.1	77.05	77.05	78.69	75.41	76.19	77.97	77.42	27	18.13	f05d7faf37647066973ada131611fef7ab419587cc6ce4a76d28412ac817c514	77.16	54.1	77.05	77.05	72.13	81.97	80.0	74.63	75.86	9	12.99	619d5ed53964efaad26648aad2b3c1848d089e288dba8435272fc8445f725111	95.27	52.46	76.23	76.23	75.41	77.05	76.67	75.81	76.03	51	20.315	f31f9c9b45e712615bdf620757b6c77556a74d7c6b9332dd3f70e91856dd9b30	88.48	54.1	77.05	77.05	78.69	75.41	76.19	77.97	77.42	27	17.92	f05d7faf37647066973ada131611fef7ab419587cc6ce4a76d28412ac817c514	77.16	54.1	77.05	77.05	72.13	81.97	80.0	74.63	75.86	9	12.813	619d5ed53964efaad26648aad2b3c1848d089e288dba8435272fc8445f725111	99.88	76.39	88.2	88.2	86.89	89.51	89.25	87.22	88.05	16.34	277240.0	0.0	0.09	0.02	0.02	0.01	0.05	0.04	0.01	0.02	0.02	243280.0	1796.715	("621e4dc77538149e654804b6e64b052183ecaea180b666adbe5bca3baef6bfc2", "62e1d3f25ee759bbcbbd681f10c31ba883709bec7fa0e9d7034d27c205ea1007", "fb7d8274c9985886c8711334348457d0d7029af9fec99e90c023ecf50a028f06", "2e6c11be88c7338bac0ac0f7c0ec53b3cc5a40215f45469acefd60df65763d9b", "5d562310da0557bbdce79de8b898e0364ad39b54def1622526865f87b0ebcaec")	
1	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	98.17	66.67	83.33	83.33	76.19	90.48	88.89	79.17	82.05	21	6.817	6aedc24a291a45343e4a2e4277d858c7927261122735a6f6fb4e62216e2eeeb0	93.29	66.67	83.33	83.33	76.19	90.48	88.89	79.17	82.05	13	3.006	1492708682bf8baaa8fc5a0946d1671c999633f475c1e2a133365e349419efa0	78.66	71.43	85.71	85.71	95.24	76.19	80.0	94.12	86.96	5	1.154	87f7cad739ddaf4e0a0cc89be72e849249332d01b6563df6b1b09d111866a2cb	96.34	61.9	80.95	80.95	76.19	85.71	84.21	78.26	80.0	19	3.028	7991f1a1133fe1597a05076a9452c358e14ef9a8f015573837443303f67f015c	93.29	66.67	83.33	83.33	76.19	90.48	88.89	79.17	82.05	13	3.121	1492708682bf8baaa8fc5a0946d1671c999633f475c1e2a133365e349419efa0	78.66	71.43	85.71	85.71	95.24	76.19	80.0	94.12	86.96	5	1.161	87f7cad739ddaf4e0a0cc89be72e849249332d01b6563df6b1b09d111866a2cb	99.76	85.71	92.86	92.86	91.43	94.29	94.14	91.69	92.75	17.35	108400.0	0.0	0.11	0.03	0.03	0.05	0.05	0.04	0.04	0.03	0.06	55400.0	42.318	("c611b233d408e42efa582a98bfd1bf874030051988491e850bd7bedaf2174fea", "84b3ecf7b36e6132e7e3e6a90d23631a44c03c2e845e4bfaf22fbf7bfae7e52c", "a3c18fd0cc19c7c2f545d3196e9332c5ab8679506599b42c3ca68488e4d5bea8", "44ed344737344a2b5ad588a40014cf3a96461c23f3f1178a2c0ba82093da9f0b", "9ea376d7427ada56b492d00f68f0daae0e7ce6626a696b0f040169b78961e39d")	
2	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.9	57.14	78.57	78.57	76.19	80.95	80.0	77.27	78.05	17	2.09	bb90cf9203e66cf9a11c589f16db352f3f95c6856c2718932d4a2b3e5b57965e	90.24	57.14	78.57	78.57	76.19	80.95	80.0	77.27	78.05	11	1.79	9211c2f9c665fff5ae3429e6483ea343c1e9580430a96c94b69fee881d9a2343	82.93	33.33	66.67	66.67	80.95	52.38	62.96	73.33	70.83	7	1.122	f0cfe444c1eafa4654ffcc9dcbfd60c779db7adf428e63ff55de1663a89bb6e1	93.29	57.14	78.57	78.57	76.19	80.95	80.0	77.27	78.05	17	1.78	4ebee2e02afc996c67be1b5406f67edd0bb368e99ff2723b64980db98f1a597d	90.24	57.14	78.57	78.57	76.19	80.95	80.0	77.27	78.05	11	1.923	9211c2f9c665fff5ae3429e6483ea343c1e9580430a96c94b69fee881d9a2343	82.93	33.33	66.67	66.67	80.95	52.38	62.96	73.33	70.83	7	1.162	f0cfe444c1eafa4654ffcc9dcbfd60c779db7adf428e63ff55de1663a89bb6e1	99.76	83.81	91.9	91.9	89.52	94.29	94.04	90.03	91.7	16.59	107760.0	0.0	0.07	0.02	0.02	0.05	0.05	0.04	0.03	0.02	0.05	34280.0	40.806	("dfd6f634fda87fd99dcda277dde695889a9e2ce413b62e877b7deb3889c6661a", "73f9db3866714bf55b141dda3851a3204e5ed2107dc308abca391b78dde35cba", "d073d18e572b492ee1f5db4a8e3821ee872c3986876bbad670875c7580117b48", "8fc5f7c00d39478f200bc14f0b143dea02daa3b96a10b048644b8c30ebcb480c", "a14c29158c4bf4557c7deb47f812a0017aa1a9ba645424e1ab230737f55fabba")	
3	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	94.51	28.57	64.29	64.29	52.38	76.19	68.75	61.54	59.46	19	1.359	92814da82e1787830af40b23f6128afa52b9f987189e55e5910f5a0aedf9630b	91.46	38.1	69.05	69.05	57.14	80.95	75.0	65.38	64.86	13	0.995	a334a87da1e1db86602efa0aa5eb55ce8be16673e0fe6c08ff0fca1eb7c05860	87.2	38.1	69.05	69.05	52.38	85.71	78.57	64.29	62.86	9	0.597	433bd5e06776bae6d4ffc509632d0b74d2a8481b7f90d1dab41a7b45f61052e8	94.51	38.1	69.05	69.05	52.38	85.71	78.57	64.29	62.86	15	1.161	dbeea311104a11ff17840b095ec060edf28fa68adc4ff526c159ff90a9e0f1a0	91.46	38.1	69.05	69.05	57.14	80.95	75.0	65.38	64.86	13	1.034	a334a87da1e1db86602efa0aa5eb55ce8be16673e0fe6c08ff0fca1eb7c05860	87.2	38.1	69.05	69.05	52.38	85.71	78.57	64.29	62.86	9	0.601	433bd5e06776bae6d4ffc509632d0b74d2a8481b7f90d1dab41a7b45f61052e8	99.76	72.38	86.19	86.19	79.05	93.33	92.36	81.85	85.06	14.02	106720.0	0.0	0.16	0.04	0.04	0.29	0.07	0.06	0.13	0.07	0.01	16920.0	40.475	("85b0649028b001c75124e58d84a3c728767008991d6287ee9f5125d747195f8a", "8035f66be58d83168c0772e20f82c93f32e5a128591b60e92623c509e56845b1", "e3af38b593c61f7931fa6a52124abfc766c7295adfef7da76955a02a804032a0", "b6b11eb5f4a4965acac73cc1ca9396c1a51697d59291aa53309a17fb8d19d075", "7895353fc08aa72e9b91e88bf756649752aaee4ea9994c2a56d4368018419f89")	
4	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	96.95	66.67	83.33	83.33	76.19	90.48	88.89	79.17	82.05	23	1.666	083efba992c72b612971a8347972e8b849a7caa897d28f403b355647a3552c33	96.95	71.43	85.71	85.71	76.19	95.24	94.12	80.0	84.21	21	1.706	5dfdb437b9d780d5aae6a503cf8d0978fb76c5e02e6c20161e67896b7daa059d	82.93	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	9	1.064	afae1b41752ae7a22dba9eec219ad3a5820126244dd1468ef5cb2ec663b4d46b	96.95	71.43	85.71	85.71	76.19	95.24	94.12	80.0	84.21	21	1.672	5dfdb437b9d780d5aae6a503cf8d0978fb76c5e02e6c20161e67896b7daa059d	96.95	71.43	85.71	85.71	76.19	95.24	94.12	80.0	84.21	21	1.665	5dfdb437b9d780d5aae6a503cf8d0978fb76c5e02e6c20161e67896b7daa059d	82.93	57.14	78.57	78.57	66.67	90.48	87.5	73.08	75.68	9	1.058	afae1b41752ae7a22dba9eec219ad3a5820126244dd1468ef5cb2ec663b4d46b	100.0	69.52	84.76	84.76	74.29	95.24	93.89	79.24	82.67	15.02	110760.0	0.0	1.09	0.27	0.27	1.09	0.0	0.01	0.52	0.44	0.03	98680.0	35.879	("b91110f09c14b65f6190217c70ffdae3bc1e26a33eeb7a791d9a4341ddf714e6", "2e78f12e8a9f0c79a0973e94ba18d4e22c9cdf040bf39735729dda6012060479", "1ba56a119ae19413c7b535839fb97a013786ffa1d34283f9cc74426d3bd74b1b", "95cb1e89520edc00771813e926646deb53147ccb67ddd41c48c2601059cece7e", "cbea722064bfd23450948022e09e662f466d7d73e964b92bc984c8f81996875c")	
5	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	96.95	61.9	80.95	80.95	80.95	80.95	80.95	80.95	80.95	15	3.297	75d4a5f3d144e8573d863c02d342e5c0574595945746cc607bccb4f43c086aa6	88.41	47.62	73.81	73.81	80.95	66.67	70.83	77.78	75.56	9	2.494	03dec300b2d2fbe2106f80ca819d587da4839a78e568aa7e46c60fb2cf65f916	85.37	57.14	78.57	78.57	80.95	76.19	77.27	80.0	79.07	7	2.317	c94020f79e40f40ea9e2fed3978a2bfc80df352122a78a735cac6eec90f92e45	96.95	61.9	80.95	80.95	80.95	80.95	80.95	80.95	80.95	15	3.258	75d4a5f3d144e8573d863c02d342e5c0574595945746cc607bccb4f43c086aa6	88.41	47.62	73.81	73.81	80.95	66.67	70.83	77.78	75.56	9	2.47	03dec300b2d2fbe2106f80ca819d587da4839a78e568aa7e46c60fb2cf65f916	85.37	57.14	78.57	78.57	80.95	76.19	77.27	80.0	79.07	7	2.313	c94020f79e40f40ea9e2fed3978a2bfc80df352122a78a735cac6eec90f92e45	99.63	78.1	89.05	89.05	90.48	87.62	88.01	90.19	89.21	15.51	102760.0	0.0	0.07	0.02	0.02	0.0	0.07	0.05	0.0	0.01	0.04	34680.0	44.485	("a6a5a3101f222f989e7641da60b8325d5e80c39bbfccf00d6ff67b5cc6dbf31f", "9f5927764e954be12ea4ee0d496f6f83ffb9af8148dbadca6652272b1b8f64a8", "775f1d9406cd18b1e6441c9c1444ee6ac0e4bd8f21805627fac1603b363205fe", "87177f5e96135d409fe954e3f0becaf67a0f1f813b98c4f4d39e8713b80d3caf", "4dbf36291880eca54cc0e97070277c3316caba6e65e7309ab6a4103e92e48d59")	
6	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	96.34	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	27	2.874	5e8d4a9ca1a57c2d63b4a57773509bd4ea3497e11f85b2f67a0b4c23daec4f2d	92.68	61.9	80.95	80.95	80.95	80.95	80.95	80.95	80.95	17	2.723	a6fc40dfb7f7da1c7811d5e31453560c6b3f624746d45d7d96cd628aecf1bdb5	82.32	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.386	9779d808a2efa4a3bb114cf5104b2360274fc5b4c7482ddf4ab9e5a6c8182516	95.12	71.43	85.71	85.71	85.71	85.71	85.71	85.71	85.71	21	2.634	a15c8cc4fe7004216c07f56d6dab260d0e6ef491686d160376f41b168c4050db	93.29	66.67	83.33	83.33	80.95	85.71	85.0	81.82	82.93	19	2.625	de3a38fdfb732bd02d45e32999f7238965cbe2d96d532b23ca24e2065076f9b2	82.32	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.291	9779d808a2efa4a3bb114cf5104b2360274fc5b4c7482ddf4ab9e5a6c8182516	99.88	78.1	89.05	89.05	82.86	95.24	94.56	84.78	88.31	16.36	108360.0	0.0	0.07	0.02	0.02	0.07	0.0	0.0	0.04	0.02	0.04	80680.0	38.765	("c9a74dcc81c6bec0b2966815a648f8a97cf7b8d184bdc1d5431001f5156bb136", "476a534a4471a569a49b635f4f82711f7516ce0d3f4c07c2b5c2595983ac247a", "e532cb3decac70d8482f9e42af9a8913cc5894ab0a804d3dd116a5a135d840af", "4c6f21297e9ba84235c78cee98493c38460404567e2c8626d47e2e53b866fd7e", "3acaf8c8f0ed3b4f7f4cdb9d2a83235e2857da2d2518e34ca84355401f20458e")	
7	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	98.78	61.9	80.95	80.95	100.0	61.9	72.41	100.0	84.0	27	2.577	13444aa8bed27c3d7a2914bb2dd4ae10f11ef2830c834161168901c667f0945b	95.73	80.95	90.48	90.48	100.0	80.95	84.0	100.0	91.3	21	2.447	5d4ceedb28ad878d00f69e20e20f049696085a03225ea2f4e6b089cce29c10b3	81.1	47.62	73.81	73.81	95.24	52.38	66.67	91.67	78.43	7	0.967	242495f50d4fc3d5772fae9b5fc6829b8d83990ca61082be61266c02fd3e1484	95.73	66.67	83.33	83.33	100.0	66.67	75.0	100.0	85.71	25	2.457	a9e5a384ad6c8e570e9fc1d4ba7fdc1a10626d87c46cd85353f56eb38bcc4fed	95.73	80.95	90.48	90.48	100.0	80.95	84.0	100.0	91.3	21	2.448	6ac4481411108af2c460dbe3fa6475038f61d2c67379fbeaa4dd0de2762b452b	81.1	47.62	73.81	73.81	95.24	52.38	66.67	91.67	78.43	7	0.99	242495f50d4fc3d5772fae9b5fc6829b8d83990ca61082be61266c02fd3e1484	99.76	80.0	90.0	90.0	95.24	84.76	86.3	94.67	90.52	15.63	110920.0	0.0	0.16	0.04	0.04	0.0	0.16	0.1	0.0	0.03	0.01	21920.0	35.628	("bff8d5f35af237463d724ef1c2381111dcae3db7d632234f6a31a87b8dce8550", "39545a9a6e4a9673f4372d2ca100b22bd3ee597babe20404fefdc561a716b5c6", "de94986d7c2d8c9d24a6c6cbfba5fcee4b1ac35dddde9a39b49b56d46e5ef2fc", "4bb7d3943209fbb80369f9d4b005bc7b749a72ef7eeceabf2db28e0db1a24dcd", "3bb1931d337a18912e4fe647087c9d60d1f544066cd422a72aa8798e8a5fbcb0")	
8	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.73	71.43	85.71	85.71	80.95	90.48	89.47	82.61	85.0	17	3.644	a2e5eef23b514b2b6d9435e5086481d2123fcecadbf8280517583df4a9ef84dc	86.59	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	9	2.637	eb726e88a91319bb5b4bebf6281db0e2b41bbe6bc74dff521470c8851b1ff406	84.76	66.67	83.33	83.33	80.95	85.71	85.0	81.82	82.93	7	2.47	fcb460e14e4523ee8a4dc19805e51dc22e9266e80381d7725b71ae216386cd4c	95.12	76.19	88.1	88.1	85.71	90.48	90.0	86.36	87.8	19	3.697	6b7ab54c57e44e139964f7f98f1c4aa9cfb0f1bea78b5e7a93c3bc490526aea7	85.98	66.67	83.33	83.33	85.71	80.95	81.82	85.0	83.72	9	2.634	b4ff13c32bec905d5a64bb18ac1a35465dd9aa9fdbe484109b4631e25e30a8f9	84.76	66.67	83.33	83.33	80.95	85.71	85.0	81.82	82.93	7	2.433	fcb460e14e4523ee8a4dc19805e51dc22e9266e80381d7725b71ae216386cd4c	99.63	81.9	90.95	90.95	86.67	95.24	94.78	87.81	90.51	14.76	104720.0	0.0	0.16	0.04	0.04	0.16	0.0	0.0	0.1	0.05	0.0	14120.0	43.999	("7cb3e6713d5b5268fde5e958fdadb91d5e854c3162bae8711d2b95f576679b8b", "d9ec4385d619f9be71eb9a1f4cb6bde089104391e49e186e324460f633bb834a", "1d9b911d5abf1a9950a46174f82dd4199e469d5fc255f7a4f568b824434e1bb1", "b166c73d8039e1d43a79ba94b9a74d070ef2ec32db0713f894e80c1b93cdc209", "8e66a9a0372e4fdcac76586afbb8a47fb14cf84ca1951aadf3ea632124b63b41")	
9	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	92.68	47.62	73.81	73.81	85.71	61.9	69.23	81.25	76.6	15	2.786	c43b023713447202eef70ebd3af13f1fc2ca6b54cd25c7d4f0e70e34cfac1dfe	91.46	38.1	69.05	69.05	85.71	52.38	64.29	78.57	73.47	13	2.692	224a4ea789e7f21ea2652bd25c61e92a7dff79f403c017b4e8c12e6ec8a7b914	79.88	33.33	66.67	66.67	85.71	47.62	62.07	76.92	72.0	7	1.305	10fbc95c0bd5fcacb729d6d3bf5e5b4e5ea0a249e612142d1dcd8d9e56de6e67	91.46	38.1	69.05	69.05	85.71	52.38	64.29	78.57	73.47	15	2.831	c56f9189b04c1ff9f3026f6173cfd0f65c0e572aeeeaec49a62fa5681d4dd53e	91.46	38.1	69.05	69.05	85.71	52.38	64.29	78.57	73.47	13	2.725	224a4ea789e7f21ea2652bd25c61e92a7dff79f403c017b4e8c12e6ec8a7b914	79.88	33.33	66.67	66.67	85.71	47.62	62.07	76.92	72.0	7	1.458	10fbc95c0bd5fcacb729d6d3bf5e5b4e5ea0a249e612142d1dcd8d9e56de6e67	99.39	73.33	86.67	86.67	84.76	88.57	88.25	85.41	86.4	14.67	108600.0	0.01	0.29	0.07	0.07	0.16	0.18	0.13	0.11	0.07	0.04	113000.0	36.104	("ccb389033f741e1a0c93c98653e84997e934e263c43110919f06ab97d5810645", "75673095e434894f387f115b76d683f37fdcb8466cb85d0d80bda33edaa46f7a", "bc098ae7358a31737bb6a17a41f57365b0b0c465d3408516d389183c7625442f", "b4b07f1be10d58a7ee9495051a53caae3feb93362e6a226619174eae08bdd0ee", "50446e44623c5945055cd4a36ab326f9cae63646c7143a04cf3b30ac611e578a")	
