Dataseed	windowsize_flattened_ontology_test_operators	n_samples_per_label	n_attributes	dataset_name	# insts (TRAIN)	# insts (TEST)	n_features	channel_size	T(entropy,2,0.01,0.3)train_accuracy	T(entropy,2,0.01,0.3)K	T(entropy,2,0.01,0.3)accuracy	T(entropy,2,0.01,0.3)macro_sensitivity	T(entropy,2,0.01,0.3)safe_macro_sensitivity	T(entropy,2,0.01,0.3)safe_macro_specificity	T(entropy,2,0.01,0.3)safe_macro_PPV	T(entropy,2,0.01,0.3)safe_macro_NPV	T(entropy,2,0.01,0.3)safe_macro_F1	T(entropy,2,0.01,0.3)n_nodes	T(entropy,2,0.01,0.3)t	T(entropy,2,0.01,0.3)hash	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,4,0.01,0.3)train_accuracy	T(entropy,4,0.01,0.3)K	T(entropy,4,0.01,0.3)accuracy	T(entropy,4,0.01,0.3)macro_sensitivity	T(entropy,4,0.01,0.3)safe_macro_sensitivity	T(entropy,4,0.01,0.3)safe_macro_specificity	T(entropy,4,0.01,0.3)safe_macro_PPV	T(entropy,4,0.01,0.3)safe_macro_NPV	T(entropy,4,0.01,0.3)safe_macro_F1	T(entropy,4,0.01,0.3)n_nodes	T(entropy,4,0.01,0.3)t	T(entropy,4,0.01,0.3)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	RF(0.7,51,half,all)train_accuracy	RF(0.7,51,half,all)K	RF(0.7,51,half,all)accuracy	RF(0.7,51,half,all)macro_sensitivity	RF(0.7,51,half,all)safe_macro_sensitivity	RF(0.7,51,half,all)safe_macro_specificity	RF(0.7,51,half,all)safe_macro_PPV	RF(0.7,51,half,all)safe_macro_NPV	RF(0.7,51,half,all)safe_macro_F1	RF(0.7,51,half,all)oob_error	RF(0.7,51,half,all)n_nodes	RF(0.7,51,half,all)σ² train_accuracy	RF(0.7,51,half,all)σ² K	RF(0.7,51,half,all)σ² accuracy	RF(0.7,51,half,all)σ² macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_sensitivity	RF(0.7,51,half,all)σ² safe_macro_specificity	RF(0.7,51,half,all)σ² safe_macro_PPV	RF(0.7,51,half,all)σ² safe_macro_NPV	RF(0.7,51,half,all)σ² safe_macro_F1	RF(0.7,51,half,all)σ² oob_error	RF(0.7,51,half,all)σ² n_nodes	RF(0.7,51,half,all)t	RF(0.7,51,half,all)hash	
9	single-pixel,propositional	100	-1	Salinas-A	480	120	[204]	[()]	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.086	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.082	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.188	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.063	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.063	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	97.08	96.0	96.67	96.67	96.67	99.33	96.86	99.34	96.66	11	4.079	28b115d8a2aae284ffe3f4a1e4942c05b60b04abd6bb49da5fb0835076087f71	99.83	97.4	97.83	97.83	97.83	99.57	97.87	99.57	97.82	3.33	90020.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14120.0	48.434	("755649fbd7b24079dd07699025e3ee08316c0e53f5ff3678110c9336ef232eca", "4bc16ace5f19d7e015a1b648e798f56c3023e34694f31e8b42e486a238182e9d", "a9c350cd6750f28a671382bfc3fb4a27f7e1aa843bc478c8427cee98b2981d0d", "80619ae6e8885d4b5f1ae8a5758fe5928cdb5c61daca63e10bc541e6413ffc21", "2d4d324694d4b2bc6b6ba873924a29fb30ba700f646475aa2d8c5d9387f46d05")	
10	single-pixel,propositional	100	-1	Salinas-A	480	120	[204]	[()]	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.011	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.07	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.067	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.078	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.064	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	96.88	97.0	97.5	97.5	97.5	99.5	97.58	99.51	97.48	11	4.076	e709d29a8a360a93dbde92a1c576ddaba4b79ce4c1c5fcf46bc1cd0126efebbb	99.88	96.2	96.83	96.83	96.83	99.37	96.93	99.37	96.84	3.04	89060.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61480.0	48.079	("461734d96c9b781db40d4d597dfb74d56c497332c1b424768dffa0d094bf9d8e", "45eb131e970be17bd2503d7d1d758fdf37784f813f45008369818b5a324f2c6d", "1e85505c7672e837e26252c346b1f8a0a1bb772e6276520e05459d08c5b0e949", "79a6dd13bab1c05408b04963a674540b1c8dca3115d98531c4440dbf65e9dd52", "4d35059b177411d2b7985b097da928d2909027b5a77444f32050193b563132ed")	
1	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.71	61.0	67.5	67.5	67.5	93.5	67.92	93.54	67.34	89	32.954	90f1bd1f1298b0c7b4537e3ace544086c6f8d4cac820419fbd74a014b5904ee7	97.08	60.0	66.67	66.67	66.67	93.33	67.16	93.36	66.57	87	32.448	9579f1a557dd26eb014258a8c4934fbea6b6b8430cead280caefe457968395df	92.71	58.0	65.0	65.0	65.0	93.0	65.22	93.0	65.05	67	31.632	ca1e19408ae83391acf18d0192164fbaad4289708565276d90dd8f0075ca4369	95.0	60.0	66.67	66.67	66.67	93.33	67.14	93.36	66.57	79	32.619	f5a8f61807d2482d4b34e018720d06c694968e1db7531eb8265bf7a3a7f3de50	94.58	58.0	65.0	65.0	65.0	93.0	65.71	93.02	65.04	77	32.43	964469b316a1818b26edc23257c682543251f4baeae54a92e41ed191d4cb714f	91.88	58.0	65.0	65.0	65.0	93.0	65.22	93.0	65.05	63	31.705	596a5ccc2617777066d13040adab8ed37a2025517d402a974d7347e502ef86fb	100.0	83.4	86.17	86.17	86.17	97.23	86.29	97.25	86.09	19.33	361940.0	0.0	0.06	0.04	0.04	0.04	0.0	0.04	0.0	0.04	0.03	203480.0	532.728	("39e9ce5f7c2071abb17f30d6705dbce28a039404920633aa8d8fe49778a3c67c", "09718600b4df8f6c01b9a71de643c772a8854a3b966925d9341ae35be5c428be", "f6292e31b678926aff23264d2d6429d441dc236f6e773ec1c26952843b80b6c9", "8265bbe999655b6163c65c3cde0585fec2ec19246b0bca63c2f3fa2443b79840", "4fa2d687e3c2265c2e2ba181b78dc2a0fe54bbd8f67fb225e6c674e66809d1b3")	
2	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.25	59.0	65.83	65.83	65.83	93.17	67.28	93.2	65.88	85	31.399	3f1394f039d5749ddfefe9b813a2dcd65a7bf6a6814d2a7008ca30c856b73c49	95.42	62.0	68.33	68.33	68.33	93.67	69.36	93.69	68.41	79	31.291	495f8e6986570784ea70d30ccf510c9413aabb67305e8fba28e89841a0833e65	93.54	61.0	67.5	67.5	67.5	93.5	68.62	93.52	67.57	71	31.509	4493c21d53582a6944eb2c60618a5eebbf34b672cbae28490d3c0778e441afca	94.79	62.0	68.33	68.33	68.33	93.67	69.36	93.69	68.41	73	31.583	09e35cab9acfb2f06bfc8c54eced01076139822b5acf357b39c4ae47d39eef19	93.96	62.0	68.33	68.33	68.33	93.67	69.36	93.69	68.41	67	31.228	17a13d399c5787e47ff6ffbc7b3f50379052a293f5b0cc28bc74e171f1fd894c	92.71	61.0	67.5	67.5	67.5	93.5	68.62	93.52	67.57	63	31.133	6f8a96c6963a24daf0d6681bd5379959621d49bb035710a00f581e056bf2c299	100.0	80.4	83.67	83.67	83.67	96.73	84.58	96.78	83.6	18.67	353020.0	0.0	0.04	0.03	0.03	0.03	0.0	0.02	0.0	0.03	0.02	268920.0	517.91	("944d8700e611191ace6932838614e4933e2bd727c7c372152d6a43e8048e59be", "2b4b1810af28b4f99ac7f7196769d1dcf26574ac0460f601016023f5209c7ef2", "07a5770daf15a75a8a37ee55804842009e936c038d607c8ffba2834d3b6b1977", "7607844a062c4b382ad469d92035ac3fa9323ce2af502939b0bfaa8e913b2422", "6514e108a8e090ff11395bff3128e1b22df7ca93ef8fc40f4a944d6005013fd9")	
3	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.25	73.0	77.5	77.5	77.5	95.5	77.77	95.53	77.35	83	30.151	2dc97d04c4ef1c7edede56d3033b3cf40a74f355181dd309518c76a205d62f12	94.17	73.0	77.5	77.5	77.5	95.5	77.72	95.56	77.13	71	30.279	60a2e4b31aaf211f3e2020a254233a71c26fbae218105b2782854353096c7fd7	93.33	69.0	74.17	74.17	74.17	94.83	74.57	94.87	74.03	61	29.942	0420319e82df283ad8acf38d6ab3dfcd586bea3b8de86085e75d260b368bd0f7	94.79	70.0	75.0	75.0	75.0	95.0	75.22	95.04	74.77	75	30.09	5930346f2cb245f498bfe22a71efb06baf828bafc8f90eebf224515a63242eaf	92.92	71.0	75.83	75.83	75.83	95.17	76.15	95.23	75.5	63	30.01	9ed95446adfe141a7d4e5cb990ce7068b9de8e33540dfa2de6c88b1ad1be755b	92.29	67.0	72.5	72.5	72.5	94.5	72.74	94.52	72.37	59	30.133	0aa8462a59d608d4af8a600ba8e289bd408c361ef4a920027662fc39ec0f401d	99.88	79.8	83.17	83.17	83.17	96.63	83.47	96.66	83.04	18.25	355020.0	0.0	0.01	0.01	0.01	0.01	0.0	0.01	0.0	0.01	0.01	30720.0	514.86	("c917900332104ffe692181162d170638df53161a4987d54ba2ba4c0f7aa6cc27", "488e58bfd355014e302e90ae5946f6d2d2ebf139ec0ad4a21f816e719545ad42", "444650fda4e9ef7b46df55c9406fb8c42903086b010ce3059a6bb3c7d6c76765", "2ceb49fdd821f8e5c20435004045d162478ac65676e27593355d23980996f55f", "1e91aff19e22b78651eaa31dda767a9f56f10f635156aab32560609f8e5399b6")	
4	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.5	68.0	73.33	73.33	73.33	94.67	73.65	94.7	73.18	81	31.594	e31b2170208359eb0254cffa95baf7bb07cc8078d06ec0998d87bca97055e565	96.04	70.0	75.0	75.0	75.0	95.0	75.18	95.03	74.85	73	31.541	5b9df932dc6b7366ddce982c4e3107d73949687c142529404d1d0aa0cf0913aa	90.83	64.0	70.0	70.0	70.0	94.0	70.83	94.07	69.7	59	31.395	c292ad437e6859e006971bdb9cb3d30ad1da6e4324660e802803ca6cfffa0cab	95.0	72.0	76.67	76.67	76.67	95.33	77.33	95.38	76.49	75	31.762	33d69a73d776babfc5c7c25d58cf07fddffdee7978b57887e0cb84027c3afe78	94.58	70.0	75.0	75.0	75.0	95.0	75.34	95.02	74.9	67	31.543	56b6c136f9fc2c8afd8ee34c2a4b5fafb2457605e1e9a8d0fb4817b57feab888	89.58	64.0	70.0	70.0	70.0	94.0	71.08	94.08	69.73	53	31.028	2ff6f92b7f3f550b8ade1946af1044b3951f0804774700074e0565e20f975328	99.96	78.2	81.83	81.83	81.83	96.37	82.31	96.41	81.66	18.67	350980.0	0.0	0.13	0.09	0.09	0.09	0.0	0.09	0.0	0.09	0.01	85920.0	511.526	("b5756f6c1fa650454d217431d077c4e7536f856fc005b5d9aec3f843b7101fa8", "8727a89b6d581b6e50b147a854a39b416026d1e314f4bebce959bef036702667", "7ea9c547c21eede24c0d9eafce4e8b2ced9d75c93631c11558e5c9362a0c5fb5", "1a37ea53aad5ab38e3567bf00757fe2f8417942997d8102861bc89b1273bae2f", "ea3faeba54c444b78743429551e878cc7eabb1ec742443ce5e02bd73a5529de7")	
5	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.5	70.0	75.0	75.0	75.0	95.0	76.27	95.02	75.14	79	30.095	9b8d0e494c072bddde7d6918f50c90d95436a1534cbfaf426a614b937649c355	96.25	69.0	74.17	74.17	74.17	94.83	75.7	94.86	74.33	75	30.191	66835ad922c899e05cd78c4b6575c6ea755afc4d59dc393c1efc282b04918f03	94.58	68.0	73.33	73.33	73.33	94.67	74.39	94.67	73.51	67	30.071	1f0fef36e0a35c34225266262feb4f384562955c0c3da42ae9e25bff42acfa75	95.83	71.0	75.83	75.83	75.83	95.17	76.91	95.19	75.95	73	30.167	32bb372bc36d07e34d6868b1fd5c8607446be54c0cd3144c355c4cb94f1c81f5	94.58	70.0	75.0	75.0	75.0	95.0	76.34	95.03	75.13	69	30.195	67501f1622e9add2e059f6478f13348ba7d6c4ccfecdb0ff29be22c0371d1cbc	93.12	69.0	74.17	74.17	74.17	94.83	75.02	94.84	74.31	63	29.919	12dfd66ccb22b1480adc81dbac412b64df24c9ca447c81b757d609acef0f536e	99.92	82.8	85.67	85.67	85.67	97.13	86.97	97.21	85.47	19.79	357140.0	0.0	0.04	0.03	0.03	0.03	0.0	0.03	0.0	0.03	0.03	83080.0	524.682	("57a8fbf935bfdaeef97a2b9695374a957abb9371b91e9ab8d1b40affe86a7adc", "2bd7dbffa311537f7ea9d332860c22c5d608736ccac8be3cc1692b04d7eef8c2", "8474b4c96cc368a8ed1e7b580d7386668b851b2a3bb27b555ba8af42249a96aa", "ba14a5c1835b57601117b719350f17971ca70e0a06ae6434616c397dcb91f871", "742207be5f8492a68cd92319453a42fb4008ed7b463e92e811decf66f7959110")	
6	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	98.12	72.0	76.67	76.67	76.67	95.33	77.22	95.37	76.55	83	31.85	61a096997e4623142dae3c5214d05d72dcfe2d712f3e6e8bc961816d9f7aa038	95.21	68.0	73.33	73.33	73.33	94.67	75.35	94.72	73.48	73	32.676	14c6b2060de020f2c1c2d72814bf38abc88368a7bbf103887c9c9dd098b69507	91.04	68.0	73.33	73.33	73.33	94.67	74.75	94.68	73.58	57	31.167	0c0d61cea7e2a8988e08f41399ae44ad16d8480ea187725aa8a80819fd886bac	96.67	69.0	74.17	74.17	74.17	94.83	75.54	94.91	74.0	75	32.201	b1737a1b5be08ea37cfc00f409a3b59659b5d115339f8ce5adaacdaba6b35108	93.96	67.0	72.5	72.5	72.5	94.5	75.42	94.59	72.64	65	32.282	943691b5b64c412c38f5079a65a9bb4363120a6ba0139850a6e631ff9fae8031	90.21	67.0	72.5	72.5	72.5	94.5	74.14	94.52	72.76	53	31.548	54dddf14167f7fdc8b84ff3f1cf55140f302fffd75ca336f2537db1a828f3941	99.96	84.0	86.67	86.67	86.67	97.33	87.05	97.36	86.54	21.38	361860.0	0.0	0.05	0.03	0.03	0.03	0.0	0.04	0.0	0.04	0.01	37480.0	531.696	("3b3c0f4b4998f64bac03ff72b6ba6a5a59f735af341f02fa590aa3dd254de7bb", "d59f0040eb2bdcd92251aaa3441d4eaae4db3cdcbe908878c76e031cd0556fc8", "7b594b7e948bd2ca1f541961e880cf2f7ae20a5fca4ff816537879c906fddd12", "6f2e94d145137a5f6dc31ea8519775383d72d90ad9abf019ef8768b90eb6c569", "5f383db313d512e3a5cfd8e773deaf86dfd6960eef9f527f2afa8c804237a648")	
7	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.29	54.0	61.67	61.67	61.67	92.33	63.98	92.39	61.7	97	32.522	65604b570573abe5d796567706aa60ab826bb224e778bccaf6bcc4047bcf3739	92.5	53.0	60.83	60.83	60.83	92.17	62.68	92.2	61.09	73	32.481	c08968436a0e6400d58919afac3a63c6ee3d1c41b835180e30c28ef0495ce7b9	89.58	53.0	60.83	60.83	60.83	92.17	62.07	92.22	60.77	59	30.577	9d0954871f5c355470594c62da9b9e4f01256646e97002c364ae2206dbb9c28a	94.58	54.0	61.67	61.67	61.67	92.33	64.64	92.47	61.23	85	32.556	bccef261f89ad2de5af844fa8d65dfdbfd1afc9b2d29b36da4e182ae83579e1f	90.83	51.0	59.17	59.17	59.17	91.83	61.64	91.94	59.11	65	32.138	10eb2d3cef0ed03f7d37b2786c61567eea9103428fcaaf81b3371f0e7e25ba2b	88.75	53.0	60.83	60.83	60.83	92.17	63.22	92.28	60.64	55	30.648	fdb8c658215e80dd8177d177352e7e83b0b82c77e6ea11853129e53f049e33a3	100.0	81.4	84.5	84.5	84.5	96.9	85.42	96.95	84.43	20.29	356180.0	0.0	0.05	0.04	0.04	0.04	0.0	0.04	0.0	0.04	0.02	29320.0	518.825	("e31ee8e092bffd45c40a4adbdee6b4213fb23600d06c786cd5b25b6136f74d33", "1a336d43e72ef1b6d75d082c327d3630c953804b699c327439a22e19c17e2731", "54ce0013a116010ceb02d8c3dad03e4199da76697d57c07d7eb6dcf669dd2037", "338c1e496943c53080e00cf14bd5cff99c1b66ed9aadfcce170a314e291dfa0b", "b4a4b71d6cf97883c7fdbc45d659b78563a4db7ca94b3b00a5094ec5c0415c60")	
8	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.88	61.0	67.5	67.5	67.5	93.5	67.66	93.52	67.38	85	30.741	baab876836272776c1d4ad54c533ea1680d331285e43e4287855e58d83e98082	94.79	63.0	69.17	69.17	69.17	93.83	69.18	93.86	69.01	71	30.888	2bf7ffa1128fc6495c0978d4c768a656a853f35ca4e56b7f840958dc504db178	91.04	63.0	69.17	69.17	69.17	93.83	69.25	93.85	69.09	57	30.856	00b8f2a11ea1cb8d8b0516170b76db45a757424abb76f76283e9869a5329dcf2	95.21	57.0	64.17	64.17	64.17	92.83	64.44	92.85	64.13	75	30.81	bb13de973b657f07aa0eccbdbd86ea5ff87a6d25e5796dd48c4b1a3cf1548e4b	93.96	58.0	65.0	65.0	65.0	93.0	65.06	93.0	65.01	65	30.927	113f55469433e19c6f791d5e8ec263e31b227b1b56b2f6145f24174491a6e58f	90.62	60.0	66.67	66.67	66.67	93.33	66.82	93.34	66.67	53	30.588	47d99de5483ed55506c9f1526fdf3d89477b0ef24a21d1c5f294a62f675ca6ee	100.0	85.6	88.0	88.0	88.0	97.6	88.24	97.61	88.0	20.29	358540.0	0.0	0.1	0.07	0.07	0.07	0.0	0.07	0.0	0.07	0.02	237680.0	522.275	("dbd4cc0f0674a34018328498be4b94b6c46e4f208b00a4d04f4a738909c0ef9f", "36f446f9e8ed0f4501875f25cba9cf730b856415a53d5d35b6eb881c05fbd3fe", "d32fb36f43772aacc7b3cdb0b2d2048367efd2b88a5070730997f3b6c259726c", "2efdfb92cf50faf14d0312403ec91243f593d3703960435d17d4723f4f4d5720", "2f64eda3a42b577deae40dc41a5e8b1b87903d332079f6d5927bb8c670ec017f")	
9	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	96.46	65.0	70.83	70.83	70.83	94.17	71.25	94.21	70.62	81	33.647	ec884953627cd7852e56804eb9d8123a6e725c6d026324602dd87fd763ace444	96.25	65.0	70.83	70.83	70.83	94.17	71.25	94.21	70.62	77	33.733	dbdc4bc1685953264a7c02169e69a86ab4c35a56974f6ef181b2f2b39c178c01	94.79	65.0	70.83	70.83	70.83	94.17	71.37	94.2	70.72	67	32.575	4bddacb81f74ba79633c5fcd3552469226fa59276f289c3900090a8af31eaa04	95.42	68.0	73.33	73.33	73.33	94.67	74.11	94.72	73.16	75	33.866	f7b99749f367592bc16d68dac7e217e0b7a597f460fd59bec5905a04413ed0fe	95.42	68.0	73.33	73.33	73.33	94.67	74.11	94.72	73.16	71	33.799	f3988c93e4282a87fa9dc8355ebd6c0cd941293d29a0ae723d6e91398bfca806	94.17	67.0	72.5	72.5	72.5	94.5	73.27	94.54	72.38	65	32.627	ddcd8db8ff2775964f05be92d83b1fe32f888443231f2987fa59920672bd9fb0	99.92	84.8	87.33	87.33	87.33	97.47	87.62	97.48	87.33	18.21	356580.0	0.0	0.06	0.04	0.04	0.04	0.0	0.05	0.0	0.04	0.02	125920.0	529.902	("5c19efb9af3d8f7f631268663668cd12116b4de2334935b311d6401fff8f1d18", "0a79f0df1fc6b8ddabf9d76feae7c8bcaaa42088916bd1dfa8af84f927637ffe", "f89132cbb1bbf6ce18f5e9daff8c5db0ddb9be448f9a0ec6be34b4aef6d42bb5", "bf1967be38dc6a74da4aac5526b4a661c295a5527352f8d3498763ec9a1262d7", "a3dfedbbe04f4073dc1bcaa478b6a261c9f51f6459e493857850655b7c63dbde")	
10	3x3,flattened propositional	100	-1	Salinas-A	480	120	[1836]	[()]	97.08	60.0	66.67	66.67	66.67	93.33	67.72	93.41	66.27	81	28.428	af974222652f769a3b9cd174705a0e6714447f7168f993b3864faf556dbd27bc	94.17	60.0	66.67	66.67	66.67	93.33	67.43	93.37	66.59	71	28.163	df92d869b8a6fb93b049fa31e79da935be7719072c701e06a84fcfd58768d1c1	92.71	60.0	66.67	66.67	66.67	93.33	68.54	93.38	66.59	63	28.247	93de97ba8a2ce434955e639d19aa81f0d6364571caa3abe734f096a720579952	95.21	65.0	70.83	70.83	70.83	94.17	73.18	94.28	70.41	73	28.281	461c9fc7c1c7eeb4a01b11ff30a8dabf9f296a0fca53dc1e28d9d6d1df9946f9	92.92	63.0	69.17	69.17	69.17	93.83	70.95	93.92	68.83	63	28.473	b223681912bbc89f60b7c3635615d669548f2280bfe50aa706380854e606ac16	91.67	61.0	67.5	67.5	67.5	93.5	69.25	93.56	67.34	59	28.092	702f559db9eec02cfc3d766ca05d3870109af5e66df9e6f1cd73f27abac2077f	100.0	82.4	85.33	85.33	85.33	97.07	86.46	97.12	85.24	19.17	356940.0	0.0	0.09	0.06	0.06	0.06	0.0	0.05	0.0	0.07	0.0	49080.0	514.737	("2d44ec79ce1a3e33992c2b5c22db031552c0c4967bf75474469397e0b1c62775", "d94225552831c3184481dfb661261de29283bb248df28e7441ca3eb08645f596", "095810fe96c9320af4a20a2bcc7793086b92cf856d4f8646e3666e2b57fbc22a", "b18046366cb530513009f37470ec46f15d8f23e1cf8ccaab7c021053df78fee4", "cf231ecb1b551274e4c912c40e94211692547628eb64bddf5cfc339e152a3c57")	
1	3x3,RCC8	100	-1	Salinas-A	480	120	[2040]	[(3, 3)]	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	3490.435	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	274.276	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	275.284	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	275.21	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	276.5	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.58	97.0	97.5	97.5	97.5	99.5	97.54	99.5	97.5	11	274.873	df623c2b154421fbe9545750bdbf63cb5451b3f4ddef540f2b893c873346b560	99.88	97.6	98.0	98.0	98.0	99.6	98.04	99.6	97.99	2.0	64100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24800.0	11386.863	("62e375e384f4ff19f82a345d002351d6bcd6e48541dd67c80a415dfa20800dc5", "b1b4d269f0b01152666bdc1ad9c3533d15e482b050be8783e38f2a5d0b1e4ff4", "b858e58d5fadd346d0c0f5b80c0807071b3d8aeede48f50224272ff9da91bb4d", "3b9ab7442e378362316b1b2116a6fe830efd8a89c63c814d27b72fe1eea28958", "56f0f4b2cd420542709fc56aad0975791840baadcbb19ef0387dd4249eb1a050")	
